image_name,piece_name,piece_idx,conceptual_start,conceptual_end,weight_phys,bytes_in_piece,bits_in_piece
n02794156/n02794156_4688.JPEG,piece_13_layer3_5,13,7426112,8543296,0x1b900000,4096,16413
n02794156/n02794156_6604.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,4096,16512
n02794156/n02794156_7565.JPEG,piece_02_layer1_1,2,84544,154944,0x1b900000,4096,16462
n03124043/n03124043_5402.JPEG,piece_10_layer3_2,10,4074560,5191744,0x1b900000,4096,16408
n03124043/n03124043_5856.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,4096,16411
n03124043/n03124043_6328.JPEG,piece_17_head,17,23508032,25557032,0x1c100000,4096,16478
n03124043/n03124043_7091.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,4096,16379
n03124043/n03124043_7889.JPEG,piece_13_layer3_5,13,7426112,8543296,0x1b900000,4096,16412
n03637318/n03637318_1066.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,4096,16523
n03637318/n03637318_14251.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,4096,16433
n03637318/n03637318_16044.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,4096,16448
n03637318/n03637318_6645.JPEG,piece_05_layer2_1,5,604736,884800,0x1b980000,4096,16545
n03637318/n03637318_9369.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,4096,16428
n03874293/n03874293_11031.JPEG,piece_11_layer3_3,11,5191744,6308928,0x1b900000,4096,16593
n03874293/n03874293_14179.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,4096,16394
n03874293/n03874293_152.JPEG,piece_13_layer3_5,13,7426112,8543296,0x1b900000,4096,16513
n03874293/n03874293_22199.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,4096,16528
n03874293/n03874293_4256.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,4096,16408
n03933933/n03933933_21453.JPEG,piece_09_layer3_1,9,2957376,4074560,0x1ba00000,4096,16516
n03933933/n03933933_24591.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,4096,16437
n03933933/n03933933_31954.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,4096,16333
n03933933/n03933933_4981.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,4096,16549
n03933933/n03933933_90.JPEG,piece_11_layer3_3,11,5191744,6308928,0x1b900000,4096,16577
n04311004/n04311004_1647.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,4096,16378
n04311004/n04311004_2766.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,4096,16520
n04311004/n04311004_3501.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,4096,16434
n04311004/n04311004_3797.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,4096,16470
n04311004/n04311004_6632.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,4096,16591
n04355933/n04355933_13231.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,4096,16481
n04355933/n04355933_14508.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,4096,16351
n04355933/n04355933_1754.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,4096,16463
n04355933/n04355933_2717.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,4096,16350
n04355933/n04355933_3450.JPEG,piece_08_layer3_0,8,1444928,2957376,0x1ba00000,4096,16356
n04370456/n04370456_3046.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,4096,16373
n04370456/n04370456_4380.JPEG,piece_12_layer3_4,12,6308928,7426112,0x1b900000,4096,16396
n04370456/n04370456_5698.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,4096,16445
n04370456/n04370456_6227.JPEG,piece_17_head,17,23508032,25557032,0x1c100000,4096,16366
n04370456/n04370456_942.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,4096,16392
n04557648/n04557648_1727.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,4096,16512
n04557648/n04557648_2063.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,4096,16397
n04557648/n04557648_29432.JPEG,piece_12_layer3_4,12,6308928,7426112,0x1b900000,4096,16522
n04557648/n04557648_310.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,4096,16500
n04557648/n04557648_8444.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,4096,16508
n09399592/n09399592_17820.JPEG,piece_10_layer3_2,10,4074560,5191744,0x1b900000,4096,16602
n09399592/n09399592_57381.JPEG,piece_07_layer2_3,7,1164864,1444928,0x1b900000,4096,16304
n09399592/n09399592_58193.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,4096,16515
n09399592/n09399592_74394.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,4096,16533
n09399592/n09399592_87777.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,4096,16472
n12985857/n12985857_10703.JPEG,piece_10_layer3_2,10,4074560,5191744,0x1b900000,4096,16504
n12985857/n12985857_1312.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,4096,16253
n12985857/n12985857_6677.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,4096,16463
n12985857/n12985857_7042.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,4096,16392
n12985857/n12985857_7767.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,4096,16411
