DPU Throughput
timestamp,FPS

DDR Bandwidth
timestamp,DDRC_PORT_S1_Read,DDRC_PORT_S1_Write,DDRC_PORT_S2_Read,DDRC_PORT_S2_Write,DDRC_PORT_S3_Read,DDRC_PORT_S3_Write,DDRC_PORT_S4_Read,DDRC_PORT_S4_Write,DDRC_PORT_S5_Read,DDRC_PORT_S5_Write,
1007803.49,0.01,0,0.01,0,0,0,0,0,0,0,
1007793.31,0,0,0,0,0,0,0,0,0,0,
1007783.14,0,0,0,0.01,0,0,0,0,0,0,
1007772.96,0,0,0,0,0,0,0,0,0,0,
1007762.78,0,0,0,0,0,0,0,0,0,0,
1007752.61,0,0,0,0,0,0,0,0,0,0,
1007742.43,0,0,0,0,0,0,0,0,0,0,
1007732.25,0,0,0,0,0,0,0,0,0,0,
1007722.08,0,0,0,0,0,0,0,0,0,0,
1007711.90,0,0,0,0,0,0,0,0,0,0,
1007701.72,0,0,0,0,0,0,0,0,0,0,
1007691.55,0,0,0,0,0,0,0,0,0,0,
1007681.37,0,0,0,0,0,0,0,0,0,0,
1007671.19,0,0,0,0,0,0,0,0,0,0,
1007661.02,0,0,0,0,0,0,0,0,0,0,
1007650.84,0,0,0,0,0,0,0,0,0,0,
1007640.66,0,0,0,0,0,0,0,0,0,0,
1007630.49,0,0,0,0,0,0,0,0,0,0,
1007620.31,0,0,0,0,0,0,0,0,0,0,
1007610.13,0,0,0,0,0,0,0,0,0,0,
1007599.96,0,0,0,0,0,0,0,0,0,0,
1007589.78,0,0,0,0,0,0,0,0,0,0,
1007579.60,0,0,0,0.01,0,0,0,0,0,0,
1007569.43,0.01,0,0,0,0,0,0,0,0,0,
1007559.25,0,0,0,0,0,0,0,0,0,0,
1007549.07,0,0,0,0,0,0,0,0,0,0,
1007538.90,0,0,0,0,0,0,0,0,0,0,
1007528.72,0,0,0,0,0,0,0,0,0,0,
1007518.54,0.02,0,0,0.01,0,0,0,0,0,0,
1007508.36,0,0,0,0,0,0,0,0,0,0,
1007498.19,0,0,0,0,0,0,0,0,0,0,
1007488.01,0,0,0,0,0,0,0,0,0,0,
1007477.83,0,0,0,0,0,0,0,0,0,0,
1007467.66,0,0,0,0.01,0,0,0,0,0,0,
1007457.48,0,0,0,0,0,0,0,0,0,0,
1007447.31,0,0,0,0,0,0,0,0,0,0,
1007437.13,0,0,0,0,0,0,0,0,0,0,
1007426.95,0,0,0,0,0,0,0,0,0,0,
1007416.78,0,0,0,0.01,0,0,0,0,0,0,
1007406.60,0,0,0,0,0,0,0,0,0,0,
1007396.42,0,0,0,0.01,0,0,0,0,0,0,
1007386.24,0.03,0,0,0,0,0,0,0,0,0,
1007376.07,0,0,0,0,0,0,0,0,0,0,
1007365.89,0,0,0,0,0,0,0,0,0,0,
1007355.71,0,0,0,0,0,0,0,0,0,0,
1007345.54,0,0,0,0,0,0,0,0,0,0,
1007335.36,0,0,0,0,0,0,0,0,0,0,
1007325.18,0,0,0,0,0,0,0,0,0,0,
1007315.01,0,0,0,0,0,0,0,0,0,0,
1007304.83,0,0,0,0,0,0,0,0,0,0,
1007294.65,0.01,0,0,0,0,0,0,0,0,0,
1007284.48,0,0,0.01,0.01,0,0,0,0,0,0,
1007274.30,0,0,0,0.01,0,0,0,0,0,0,
1007264.12,0,0,0,0,0,0,0,0,0,0,
1007253.95,0.01,0,0.01,0.01,0,0,0,0,0,0,
1007243.77,0,0,0.02,0,0,0,0,0,0,0,
1007233.59,0,0,0,0,0,0,0,0,0,0,
1007223.42,0,0,0,0,0,0,0,0,0,0,
1007213.24,0,0,0,0.01,0,0,0,0,0,0,
1007203.06,0,0,0,0,0,0,0,0,0,0,
1007192.89,0,0,0,0,0,0,0,0,0,0,
1007182.71,0,0,0,0.01,0,0,0,0,0,0,
1007172.54,0.06,0,0.01,0.01,0,0,0,0,0,0,
1007162.36,0,0,0,0,0,0,0,0,0,0,
1007152.18,0,0,0,0,0,0,0,0,0,0,
1007142.01,0,0,0,0,0,0,0,0,0,0,
1007131.83,0,0,0,0,0,0,0,0,0,0,
1007121.65,0.02,0,0,0,0,0,0,0,0,0,
1007111.48,0.12,0.01,0.1,0.02,0,0,0,0,0,0,
1007101.30,0.14,0.01,0.04,0.04,0,0,0,0,0,0,
1007091.12,0,0,0,0.01,0,0,0,0,0,0,
1007080.95,0,0,0,0,0,0,0,0,0,0,
1007070.77,0,0,0,0,0,0,0,0,0,0,
1007060.59,0.35,0,0.36,0.06,0,0,0,0,0,0,
1007050.42,0,0,0,0,0,0,0,0,0,0,
1007040.24,0,0,0,0,0,0,0,0,0,0,
1007030.07,0.08,0,0.01,0,0,0,0,0,0,0,
1007019.89,0,0,0,0,0,0,0,0,0,0,
1007009.71,0,0,0,0,0,0,0,0,0,0,
1006999.54,0,0,0,0,0,0,0,0,0,0,
1006989.36,0,0,0,0.02,0,0,0,0,0,0,
1006979.18,0,0,0,0.01,0,0,0,0,0,0,
1006969.01,0,0,0,0,0,0,0,0,0,0,
1006958.83,0,0,0,0,0,0,0,0,0,0,
1006948.65,0,0,0,0,0,0,0,0,0,0,
1006938.48,0,0,0,0,0,0,0,0,0,0,
1006928.30,0,0,0,0,0,0,0,0,0,0,
1006918.12,0,0,0,0.02,0,0,0,0,0,0,
1006907.95,0,0,0,0,0,0,0,0,0,0,
1006897.77,0,0,0,0,0,0,0,0,0,0,
1006887.59,0,0,0,0.01,0,0,0,0,0,0,
1006877.41,0.01,0,0,0.01,0,0,0,0,0,0,
1006867.24,0.2,0.01,0.12,0.08,0,0,0,0,0,0,
1006857.06,0,0,0,0,0,0,0,0,0,0,
1006846.88,0,0,0,0.01,0,0,0,0,0,0,
1006836.71,0.37,0.01,0.34,0.11,0,0,0,0,0,0,
1006826.53,0,0,0,0,0,0,0,0,0,0,
1006816.35,0,0,0,0,0,0,0,0,0,0,
1006806.17,0.26,0.01,0.22,0.1,0,0,0,0,0,0,
1006796.00,0,0,0,0,0,0,0,0,0,0,
1006785.82,0,0,0,0,0,0,0,0,0,0,
1006775.64,0.2,0,0.12,0.06,0,0,0,0,0,0,
1006765.47,0,0,0,0,0,0,0,0,0,0,
1006755.29,0,0,0,0,0,0,0,0,0,0,
1006745.11,0,0,0,0,0,0,0,0,0,0,
1006734.93,0,0,0,0.01,0,0,0,0,0,0,
1006724.76,0,0,0,0,0,0,0,0,0,0,
1006714.58,0,0,0,0.01,0,0,0,0,0,0,
1006704.40,0,0,0,0,0,0,0,0,0,0,
1006694.23,0,0,0,0,0,0,0,0,0,0,
1006684.05,0,0,0,0,0,0,0,0,0,0,
1006673.87,0,0,0,0.05,0,0,0,0,0,0,
1006663.69,0,0,0,0,0,0,0,0,0,0,
1006653.52,0,0,0,0,0,0,0,0,0,0,
1006643.34,0.14,0,1.19,0.08,0,0,0,0,0,0,
1006633.16,0,0,0,0,0,0,0,0,0,0,
1006622.99,0,0,0,0,0,0,0,0,0,0,
1006612.81,0,0,0,0,0,0,0,0,0,0,
1006602.63,0,0,0,0,0,0,0,0,0,0,
1006592.46,0,0,0,0,0,0,0,0,0,0,
1006582.28,0,0,0,0,0,0,0,0,0,0,
1006572.10,0,0,0,0,0,0,0,0,0,0,
1006561.92,0,0,0,0,0,0,0,0,0,0,
1006551.75,0.1,0,0.03,0,0,0,0,0,0,0,
1006541.57,0,0,0,0,0,0,0,0,0,0,
1006531.39,0.03,0,0,0,0,0,0,0,0,0,
1006521.22,0,0,0,0,0,0,0,0,0,0,
1006511.04,0,0,0.02,0,0,0,0,0,0,0,
1006500.86,0,0,0,0,0,0,0,0,0,0,
1006490.69,0,0,0,0,0,0,0,0,0,0,
1006480.51,0.01,0,0,0.01,0,0,0,0,0,0,
1006470.33,0,0,0,0,0,0,0,0,0,0,
1006460.16,0,0,0,0,0,0,0,0,0,0,
1006449.98,0,0,0,0,0,0,0,0,0,0,
1006439.80,0,0,0,0,0,0,0,0,0,0,
1006429.63,0,0,0,0,0,0,0,0,0,0,
1006419.45,0,0,0,0,0,0,0,0,0,0,
1006409.27,0.01,0,0,0,0,0,0,0,0,0,
1006399.10,0,0,0,0,0,0,0,0,0,0,
1006388.92,0,0,0,0,0,0,0,0,0,0,
1006378.75,0,0,0,0,0,0,0,0,0,0,
1006368.57,0.01,0,0.01,0,0,0,0,0,0,0,
1006358.39,0.01,0,0.03,0.01,0,0,0,0,0,0,
1006348.22,0.02,0,0.01,0.01,0,0,0,0,0,0,
1006338.04,0.08,0,0.03,0.01,0,0,0,0,0,0,
1006327.86,0.05,0,0.04,0.01,0,0,0,0,0,0,
1006317.68,0,0,0,0,0,0,0,0,0,0,
1006307.51,0,0,0,0.01,0,0,0,0,0,0,
1006297.33,0,0,0,0,0,0,0,0,0,0,
1006287.16,0,0,0,0,0,0,0,0,0,0,
1006276.98,0,0,0,0,0,0,0,0,0,0,
1006266.80,0.01,0,0,0,0,0,0,0,0,0,
1006256.63,0,0,0,0.01,0,0,0,0,0,0,
1006246.45,0,0,0,0.01,0,0,0,0,0,0,
1006236.27,0,0,0,0,0,0,0,0,0,0,
1006226.10,0.01,0,0.01,0.03,0,0,0,0,0,0,
1006215.92,0,0,0,0,0,0,0,0,0,0,
1006205.74,0,0,0,0,0,0,0,0,0,0,
1006195.57,0,0,0,0,0,0,0,0,0,0,
1006185.39,0,0,0,0,0,0,0,0,0,0,
1006175.21,0.06,0,0.01,0.02,0,0,0,0,0,0,
1006165.04,0,0,0,0.01,0,0,0,0,0,0,
1006154.86,0,0,0,0,0,0,0,0,0,0,
1006144.68,0,0,0,0,0,0,0,0,0,0,
1006134.51,0,0,0,0,0,0,0,0,0,0,
1006124.33,0,0,0,0,0,0,0,0,0,0,
1006114.15,0,0,0,0,0,0,0,0,0,0,
1006103.98,0.05,0.01,0.04,0.01,0,0,0,0,0,0,
1006093.80,0.06,0,0,0,0,0,0,0,0,0,
1006083.62,0,0,0,0,0,0,0,0,0,0,
1006073.45,0,0,0,0,0,0,0,0,0,0,
1006063.27,0,0,0,0,0,0,0,0,0,0,
1006053.09,0,0,0,0.01,0,0,0,0,0,0,
1006042.92,0,0,0,0,0,0,0,0,0,0,
1006032.74,0,0,0,0.01,0,0,0,0,0,0,
1006022.56,0.06,0,0,0.01,0,0,0,0,0,0,
1006012.39,0.01,0,0,0.01,0,0,0,0,0,0,
1006002.21,0,0,0,0,0,0,0,0,0,0,
1005992.03,0,0,0,0.01,0,0,0,0,0,0,
1005981.86,0,0,0,0,0,0,0,0,0,0,
1005971.68,0,0,0,0,0,0,0,0,0,0,
1005961.50,0,0,0,0.02,0,0,0,0,0,0,
1005951.33,0,0,0.01,0.01,0,0,0,0,0,0,
1005941.15,0,0,0,0,0,0,0,0,0,0,
1005930.97,0,0,0,0.03,0,0,0,0,0,0,
1005920.80,0,0,0,0.01,0,0,0,0,0,0,
1005910.62,0,0,0,0.03,0,0,0,0,0,0,
1005900.44,0.01,0,0,0,0,0,0,0,0,0,
1005890.26,0,0,0,0.03,0,0,0,0,0,0,
1005880.09,0,0,0,0,0,0,0,0,0,0,
1005869.91,0,0,0,0,0,0,0,0,0,0,
1005859.73,2.11,0.02,1.62,0.17,0,0,0,0,0,0,
1005849.56,0,0,0,0,0,0,0,0,0,0,
1005839.38,0.01,0,0.01,0.01,0,0,0,0,0,0,
1005829.20,0,0,0,0,0,0,0,0,0,0,
1005819.02,0.04,0,0.03,0.01,0,0,0,0,0,0,
1005808.85,0,0,0,0,0,0,0,0,0,0,
1005798.67,0,0,0,0,0,0,0,0,0,0,
1005788.49,0,0,0,0,0,0,0,0,0,0,
1005778.32,0,0,0,0,0,0,0,0,0,0,
1005768.14,0,0,0,0,0,0,0,0,0,0,
1005757.96,0,0,0.01,0,0,0,0,0,0,0,
1005747.79,0.01,0,0,0.01,0,0,0,0,0,0,
1005737.61,0,0,0,0.01,0,0,0,0,0,0,
1005727.44,0,0,0,0,0,0,0,0,0,0,
1005717.26,0,0,0,0.01,0,0,0,0,0,0,
1005707.08,0,0,0,0,0,0,0,0,0,0,
1005696.90,0,0,0,0,0,0,0,0,0,0,
1005686.73,0.01,0,0,0,0,0,0,0,0,0,
1005676.55,0,0,0,0,0,0,0,0,0,0,
1005666.37,0,0,0,0,0,0,0,0,0,0,
1005656.20,0,0,0,0,0,0,0,0,0,0,
1005646.02,0,0,0,0,0,0,0,0,0,0,
1005635.84,0,0,0,0.03,0,0,0,0,0,0,
1005625.67,0.01,0,0,0,0,0,0,0,0,0,
1005615.49,0,0,0,0.01,0,0,0,0,0,0,
1005605.31,0,0,0,0,0,0,0,0,0,0,
1005595.14,0.21,0,0.08,0.02,0,0,0,0,0,0,
1005584.96,0,0,0,0,0,0,0,0,0,0,
1005574.79,0,0,0,0,0,0,0,0,0,0,
1005564.61,0,0,0,0,0,0,0,0,0,0,
1005554.43,0,0,0,0,0,0,0,0,0,0,
1005544.26,0,0,0,0,0,0,0,0,0,0,
1005534.08,0,0,0,0,0,0,0,0,0,0,
1005523.90,0,0,0,0,0,0,0,0,0,0,
1005513.72,0,0,0,0.01,0,0,0,0,0,0,
1005503.55,0,0,0,0,0,0,0,0,0,0,
1005493.37,0,0,0,0.01,0,0,0,0,0,0,
1005483.19,0,0,0,0,0,0,0,0,0,0,
1005473.02,0,0,0,0,0,0,0,0,0,0,
1005462.84,0,0,0,0,0,0,0,0,0,0,
1005452.67,0,0,0,0,0,0,0,0,0,0,
1005442.49,0,0,0,0,0,0,0,0,0,0,
1005432.31,0,0,0,0,0,0,0,0,0,0,
1005422.14,0,0,0,0.01,0,0,0,0,0,0,
1005411.96,0.01,0,0,0.01,0,0,0,0,0,0,
1005401.78,0,0,0,0,0,0,0,0,0,0,
1005391.60,0,0,0,0,0,0,0,0,0,0,
1005381.43,0,0,0,0,0,0,0,0,0,0,
1005371.25,0.01,0,0,0,0,0,0,0,0,0,
1005361.07,0,0,0,0,0,0,0,0,0,0,
1005350.90,0,0,0,0,0,0,0,0,0,0,
1005340.72,0,0,0,0,0,0,0,0,0,0,
1005330.54,0.02,0,0,0,0,0,0,0,0,0,
1005320.37,0,0,0.01,0,0,0,0,0,0,0,
1005310.19,0,0,0,0.01,0,0,0,0,0,0,
1005300.02,0,0,0,0,0,0,0,0,0,0,
1005289.83,0,0,0,0,0,0,0,0,0,0,
1005279.65,0,0,0,0,0,0,0,0,0,0,
1005269.47,0,0,0,0,0,0,0,0,0,0,
1005259.30,0,0,0,0.01,0,0,0,0,0,0,
1005249.12,0,0,0,0,0,0,0,0,0,0,
1005238.94,0.02,0,0.03,0.01,0,0,0,0,0,0,
1005228.77,0.01,0,0,0.01,0,0,0,0,0,0,
1005218.59,0.03,0,0,0.01,0,0,0,0,0,0,
1005208.41,0,0,0.02,0,0,0,0,0,0,0,
1005198.24,0,0,0,0.01,0,0,0,0,0,0,
1005188.06,0,0,0,0,0,0,0,0,0,0,
1005177.88,0.13,0,0.07,0.02,0,0,0,0,0,0,
1005167.71,0,0,0,0.01,0,0,0,0,0,0,
1005157.53,0,0,0,0,0,0,0,0,0,0,
1005147.36,0,0,0,0,0,0,0,0,0,0,
1005137.18,0,0,0,0,0,0,0,0,0,0,
1005127.00,0,0,0,0,0,0,0,0,0,0,
1005116.82,0,0,0.02,0,0,0,0,0,0,0,
1005106.65,0.01,0,0,0.01,0,0,0,0,0,0,
1005096.47,0.14,0,0.11,0.04,0,0,0,0,0,0,
1005086.30,0.11,0,0.03,0.01,0,0,0,0,0,0,
1005076.12,0,0,0,0.02,0,0,0,0,0,0,
1005065.94,0,0,0,0.01,0,0,0,0,0,0,
1005055.77,0,0,0,0,0,0,0,0,0,0,
1005045.59,0,0,0,0,0,0,0,0,0,0,
1005035.41,0,0,0,0,0,0,0,0,0,0,
1005025.24,0.14,0,0.01,0.01,0,0,0,0,0,0,
1005015.06,0,0,0,0.01,0,0,0,0,0,0,
1005004.88,0,0,0,0.01,0,0,0,0,0,0,
1004994.71,0.01,0,0,0.01,0,0,0,0,0,0,
1004984.53,0.01,0,0.01,0,0,0,0,0,0,0,
1004974.35,0,0,0,0,0,0,0,0,0,0,
1004964.17,0,0,0,0.01,0,0,0,0,0,0,
1004954.00,0.01,0,0,0.01,0,0,0,0,0,0,
1004943.82,0,0,0,0,0,0,0,0,0,0,
1004933.64,0,0,0,0,0,0,0,0,0,0,
1004923.46,0,0,0,0.01,0,0,0,0,0,0,
1004913.28,0,0,0,0,0,0,0,0,0,0,
1004903.11,0,0,0,0.01,0,0,0,0,0,0,
1004892.93,0.41,0.01,0.22,0.05,0,0,0,0,0,0,
1004882.76,0,0,0,0,0,0,0,0,0,0,
1004872.58,0.01,0,0,0.03,0,0,0,0,0,0,
1004862.40,0.01,0,0.01,0.01,0,0,0,0,0,0,
1004852.22,0,0,0.01,0,0,0,0,0,0,0,
1004842.05,0.02,0,0.01,0,0,0,0,0,0,0,
1004831.87,0,0,0.01,0.02,0,0,0,0,0,0,
1004821.69,2.73,0.03,2.22,0.44,0,0,0,0,0,0,
1004811.52,0,0,0,0.01,0,0,0,0,0,0,
1004801.34,0.04,0,0,0.01,0,0,0,0,0,0,
1004791.16,0.79,0.01,0.48,0.13,0,0,0,0,0,0,
1004780.99,0,0,0,0,0,0,0,0,0,0,
1004770.81,0,0,0.01,0,0,0,0,0,0,0,
1004760.63,0,0,0,0.01,0,0,0,0,0,0,
1004750.46,0,0,0,0,0,0,0,0,0,0,
1004740.28,0,0,0,0,0,0,0,0,0,0,
1004730.10,0,0,0.01,0.01,0,0,0,0,0,0,
1004719.93,0,0,0,0,0,0,0,0,0,0,
1004709.75,0,0,0,0,0,0,0,0,0,0,
1004699.57,0,0,0,0,0,0,0,0,0,0,
1004689.40,0,0,0,0.01,0,0,0,0,0,0,
1004679.22,0,0,0,0,0,0,0,0,0,0,
1004669.04,0,0,0,0,0,0,0,0,0,0,
1004658.87,0,0,0.02,0.01,0,0,0,0,0,0,
1004648.69,0,0,0,0,0,0,0,0,0,0,
1004638.51,0,0,0,0,0,0,0,0,0,0,
1004628.34,0,0,0,0,0,0,0,0,0,0,
1004618.16,0,0,0,0,0,0,0,0,0,0,
1004607.99,0,0,0,0,0,0,0,0,0,0,
1004597.81,0,0,0.01,0.02,0,0,0,0,0,0,
1004587.63,0,0,0,0,0,0,0,0,0,0,
1004577.45,0,0,0,0.01,0,0,0,0,0,0,
1004567.28,0,0,0,0.01,0,0,0,0,0,0,
1004557.10,0.19,0,0.38,0.01,0,0,0,0,0,0,
1004546.92,0,0,0,0,0,0,0,0,0,0,
1004536.75,0.01,0,0.01,0.01,0,0,0,0,0,0,
1004526.57,0,0,0,0,0,0,0,0,0,0,
1004516.39,0,0,0,0,0,0,0,0,0,0,
1004506.21,0,0,0,0.03,0,0,0,0,0,0,
1004496.04,0.01,0,0,0.01,0,0,0,0,0,0,
1004485.85,0.01,0,0,0,0,0,0,0,0,0,
1004475.67,0,0,0,0.01,0,0,0,0,0,0,
1004465.49,0,0,0,0,0,0,0,0,0,0,
1004455.31,0,0,0,0.01,0,0,0,0,0,0,
1004445.14,0,0,0,0,0,0,0,0,0,0,
1004434.96,0,0,0,0,0,0,0,0,0,0,
1004424.78,0,0,0,0,0,0,0,0,0,0,
1004414.60,0,0,0,0,0,0,0,0,0,0,
1004404.43,0,0,0,0,0,0,0,0,0,0,
1004394.25,0,0,0.01,0,0,0,0,0,0,0,
1004384.07,0,0,0,0,0,0,0,0,0,0,
1004373.90,0,0,0,0,0,0,0,0,0,0,
1004363.72,0.01,0,0,0,0,0,0,0,0,0,
1004353.54,0,0,0,0,0,0,0,0,0,0,
1004343.37,0.07,0,0.02,0.02,0,0,0,0,0,0,
