image_name,sefi_mode,target,transient,ground_truth_class,ground_truth_name,baseline_class,baseline_name,baseline_prob,faulty_top1,faulty_top1_name,faulty_top1_prob,faulty_top2,faulty_top2_name,faulty_top2_prob,faulty_top3,faulty_top3_name,faulty_top3_prob,correctly_classified,prob_drop,bytes_corrupted,bits_corrupted,pieces_affected,crash
n02114855/n02114855_7204.JPEG,transient-SEFI-row,weights,1,272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.204796,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.189271,397,"puffer, pufferfish, blowfish, globefish",0.114798,280,"grey fox, gray fox, Urocyon cinereoargenteus",0.0894051,1,0.0155255,8192,32898,piece_15_layer4_1,0
n02114855/n02114855_7265.JPEG,transient-SEFI-row,weights,1,272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.342072,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.359202,269,"timber wolf, grey wolf, gray wolf, Canis lupus",0.217867,342,"wild boar, boar, Sus scrofa",0.0801488,1,-0.0171297,8192,32949,piece_16_layer4_2,0
n02134418/n02134418_11090.JPEG,transient-SEFI-row,weights,1,297,"sloth bear, Melursus ursinus, Ursus ursinus",295,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.483502,295,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.483502,297,"sloth bear, Melursus ursinus, Ursus ursinus",0.293259,223,schipperke,0.0654349,0,0,8192,32554,piece_09_layer3_1,0
n02134418/n02134418_2895.JPEG,transient-SEFI-row,weights,1,297,"sloth bear, Melursus ursinus, Ursus ursinus",297,"sloth bear, Melursus ursinus, Ursus ursinus",0.936363,297,"sloth bear, Melursus ursinus, Ursus ursinus",0.917967,295,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.0753513,294,"brown bear, bruin, Ursus arctos",0.00375152,1,0.0183962,8192,32934,piece_14_layer4_0,0
n02134418/n02134418_3846.JPEG,transient-SEFI-row,weights,1,297,"sloth bear, Melursus ursinus, Ursus ursinus",297,"sloth bear, Melursus ursinus, Ursus ursinus",0.938271,297,"sloth bear, Melursus ursinus, Ursus ursinus",0.671062,295,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.316987,294,"brown bear, bruin, Ursus arctos",0.00580583,1,0.267209,8192,32947,piece_13_layer3_5,0
n02134418/n02134418_4725.JPEG,transient-SEFI-row,weights,1,297,"sloth bear, Melursus ursinus, Ursus ursinus",297,"sloth bear, Melursus ursinus, Ursus ursinus",0.94051,297,"sloth bear, Melursus ursinus, Ursus ursinus",0.914022,295,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.0455065,366,"gorilla, Gorilla gorilla",0.0214957,1,0.0264879,8192,32875,piece_14_layer4_0,0
n02134418/n02134418_5777.JPEG,transient-SEFI-row,weights,1,297,"sloth bear, Melursus ursinus, Ursus ursinus",562,fountain,0.271212,562,fountain,0.271212,580,"greenhouse, nursery, glasshouse",0.0997735,489,chainlink fence,0.0997735,0,0,8192,32801,piece_09_layer3_1,0
n02264363/n02264363_13680.JPEG,transient-SEFI-row,weights,1,318,"lacewing, lacewing fly",971,bubble,0.969542,971,bubble,0.978791,758,reel,0.00659504,815,"spider web, spider's web",0.00659504,0,-0.00924897,8192,33033,piece_14_layer4_0,0
n02264363/n02264363_3092.JPEG,transient-SEFI-row,weights,1,318,"lacewing, lacewing fly",318,"lacewing, lacewing fly",0.875944,318,"lacewing, lacewing fly",0.855049,311,"grasshopper, hopper",0.0331539,317,leafhopper,0.0201088,1,0.0208941,8192,32847,piece_15_layer4_1,0
n02264363/n02264363_4632.JPEG,transient-SEFI-row,weights,1,318,"lacewing, lacewing fly",318,"lacewing, lacewing fly",0.991448,318,"lacewing, lacewing fly",0.991448,325,"sulphur butterfly, sulfur butterfly",0.00116087,317,leafhopper,0.00116087,1,0,8192,33102,piece_17_head,0
n02264363/n02264363_5318.JPEG,transient-SEFI-row,weights,1,318,"lacewing, lacewing fly",318,"lacewing, lacewing fly",0.999988,318,"lacewing, lacewing fly",0.999974,316,"cicada, cicala",1.3007e-05,317,leafhopper,4.78499e-06,1,1.40667e-05,8192,32917,piece_15_layer4_1,0
n02264363/n02264363_9846.JPEG,transient-SEFI-row,weights,1,318,"lacewing, lacewing fly",318,"lacewing, lacewing fly",0.999997,318,"lacewing, lacewing fly",0.999996,311,"grasshopper, hopper",3.92785e-07,316,"cicada, cicala",3.05901e-07,1,5.96046e-07,8192,32858,piece_14_layer4_0,0
n02699494/n02699494_12579.JPEG,transient-SEFI-row,weights,1,406,altar,406,altar,0.745801,406,altar,0.745801,497,"church, church building",0.213676,884,vault,0.0136598,1,0,8192,32839,piece_09_layer3_1,0
n02699494/n02699494_18171.JPEG,transient-SEFI-row,weights,1,406,altar,406,altar,0.826181,406,altar,0.7538,762,"restaurant, eating house, eating place, eatery",0.0618756,564,four-poster,0.0227628,1,0.072381,8192,33085,piece_16_layer4_2,0
n02699494/n02699494_2349.JPEG,transient-SEFI-row,weights,1,406,altar,406,altar,0.921344,406,altar,0.921344,497,"church, church building",0.0588995,884,vault,0.0102352,1,0,8192,32929,piece_09_layer3_1,0
n02699494/n02699494_4661.JPEG,transient-SEFI-row,weights,1,406,altar,406,altar,0.968327,406,altar,0.968409,497,"church, church building",0.0292434,698,palace,0.000417135,1,-8.19564e-05,8192,32853,piece_14_layer4_0,0
n02699494/n02699494_4682.JPEG,transient-SEFI-row,weights,1,406,altar,406,altar,0.86018,406,altar,0.860304,497,"church, church building",0.0906753,884,vault,0.042832,1,-0.000123441,8192,32761,piece_10_layer3_2,0
n02704792/n02704792_13304.JPEG,transient-SEFI-row,weights,1,408,"amphibian, amphibious vehicle",408,"amphibian, amphibious vehicle",0.970834,408,"amphibian, amphibious vehicle",0.84594,814,speedboat,0.114485,449,boathouse,0.0198946,1,0.124894,8192,32779,piece_08_layer3_0,0
n02704792/n02704792_2135.JPEG,transient-SEFI-row,weights,1,408,"amphibian, amphibious vehicle",408,"amphibian, amphibious vehicle",0.73784,408,"amphibian, amphibious vehicle",0.70997,536,"dock, dockage, docking facility",0.20341,517,crane,0.0214392,1,0.0278704,8192,32931,piece_08_layer3_0,0
n02704792/n02704792_28593.JPEG,transient-SEFI-row,weights,1,408,"amphibian, amphibious vehicle",408,"amphibian, amphibious vehicle",0.997479,408,"amphibian, amphibious vehicle",0.998393,814,speedboat,0.000709033,609,"jeep, landrover",0.000334924,1,-0.000914574,8192,32764,piece_16_layer4_2,0
n02704792/n02704792_4565.JPEG,transient-SEFI-row,weights,1,408,"amphibian, amphibious vehicle",408,"amphibian, amphibious vehicle",0.973177,408,"amphibian, amphibious vehicle",0.912903,479,car wheel,0.0167204,751,"racer, race car, racing car",0.0130219,1,0.0602744,8192,32885,piece_15_layer4_1,0
n02704792/n02704792_7641.JPEG,transient-SEFI-row,weights,1,408,"amphibian, amphibious vehicle",408,"amphibian, amphibious vehicle",0.680625,408,"amphibian, amphibious vehicle",0.713674,847,"tank, army tank, armored combat vehicle, armoured combat vehicle",0.204471,586,half track,0.0752207,1,-0.0330495,8192,32908,piece_16_layer4_2,0
n02794156/n02794156_202.JPEG,transient-SEFI-row,weights,1,426,barometer,426,barometer,0.806262,635,magnetic compass,0.228963,684,"ocarina, sweet potato",0.138873,545,"electric fan, blower",0.0655991,0,0.577299,8192,32882,piece_04_layer2_0,0
n02794156/n02794156_3679.JPEG,transient-SEFI-row,weights,1,426,barometer,651,"microwave, microwave oven",0.161887,651,"microwave, microwave oven",0.168166,742,printer,0.101998,897,"washer, automatic washer, washing machine",0.0794362,0,-0.00627938,8192,32788,piece_10_layer3_2,0
n02794156/n02794156_4688.JPEG,transient-SEFI-row,weights,1,426,barometer,426,barometer,0.995155,426,barometer,0.993496,409,analog clock,0.00316208,635,magnetic compass,0.00246263,1,0.00165915,8192,33173,piece_11_layer3_3,0
n02794156/n02794156_6604.JPEG,transient-SEFI-row,weights,1,426,barometer,635,magnetic compass,0.727299,635,magnetic compass,0.774492,426,barometer,0.221896,778,"scale, weighing machine",0.00246504,0,-0.0471927,8192,33059,piece_16_layer4_2,0
n02794156/n02794156_7565.JPEG,transient-SEFI-row,weights,1,426,barometer,426,barometer,0.519269,619,"lampshade, lamp shade",0.153421,892,wall clock,0.119484,846,table lamp,0.0930544,0,0.365848,8192,33043,piece_04_layer2_0,0
n03124043/n03124043_5402.JPEG,transient-SEFI-row,weights,1,514,cowboy boot,514,cowboy boot,0.999999,514,cowboy boot,0.999999,502,"clog, geta, patten, sabot",6.47594e-07,788,"shoe shop, shoe-shop, shoe store",2.38237e-07,1,0,8192,32999,piece_17_head,0
n03124043/n03124043_5856.JPEG,transient-SEFI-row,weights,1,514,cowboy boot,514,cowboy boot,0.99776,514,cowboy boot,0.991746,753,radiator,0.00315651,788,"shoe shop, shoe-shop, shoe store",0.00245829,1,0.00601375,8192,32817,piece_06_layer2_2,0
n03124043/n03124043_6328.JPEG,transient-SEFI-row,weights,1,514,cowboy boot,502,"clog, geta, patten, sabot",0.647608,630,Loafer,0.249827,608,"jean, blue jean, denim",0.194566,514,cowboy boot,0.0715767,0,0.397781,8192,33054,piece_08_layer3_0,0
n03124043/n03124043_7091.JPEG,transient-SEFI-row,weights,1,514,cowboy boot,514,cowboy boot,0.999999,514,cowboy boot,0.999999,546,electric guitar,3.05902e-07,51,triceratops,2.38237e-07,1,-2.38419e-07,8192,33017,piece_14_layer4_0,0
n03124043/n03124043_7889.JPEG,transient-SEFI-row,weights,1,514,cowboy boot,630,Loafer,0.814302,630,Loafer,0.784992,788,"shoe shop, shoe-shop, shoe store",0.064436,774,sandal,0.0237047,0,0.0293105,8192,32838,piece_16_layer4_2,0
n03637318/n03637318_1066.JPEG,transient-SEFI-row,weights,1,619,"lampshade, lamp shade",619,"lampshade, lamp shade",0.405672,619,"lampshade, lamp shade",0.370297,846,table lamp,0.288388,470,"candle, taper, wax light",0.174916,1,0.0353753,8192,32996,piece_14_layer4_0,0
n03637318/n03637318_14251.JPEG,transient-SEFI-row,weights,1,619,"lampshade, lamp shade",619,"lampshade, lamp shade",0.25299,619,"lampshade, lamp shade",0.231005,673,"mouse, computer mouse",0.084982,117,"chambered nautilus, pearly nautilus, nautilus",0.0515442,1,0.021985,8192,33067,piece_15_layer4_1,0
n03637318/n03637318_16044.JPEG,transient-SEFI-row,weights,1,619,"lampshade, lamp shade",619,"lampshade, lamp shade",0.850742,846,table lamp,0.624391,619,"lampshade, lamp shade",0.178891,818,"spotlight, spot",0.108503,0,0.226351,8192,32927,piece_15_layer4_1,0
n03637318/n03637318_6645.JPEG,transient-SEFI-row,weights,1,619,"lampshade, lamp shade",619,"lampshade, lamp shade",0.646371,619,"lampshade, lamp shade",0.662762,607,jack-o'-lantern,0.0544028,556,"fire screen, fireguard",0.0155867,1,-0.0163906,8192,32961,piece_10_layer3_2,0
n03637318/n03637318_9369.JPEG,transient-SEFI-row,weights,1,619,"lampshade, lamp shade",619,"lampshade, lamp shade",0.371271,818,"spotlight, spot",0.360632,619,"lampshade, lamp shade",0.360632,417,balloon,0.0488062,0,0.0106393,8192,32702,piece_14_layer4_0,0
n03874293/n03874293_11031.JPEG,transient-SEFI-row,weights,1,694,"paddlewheel, paddle wheel",694,"paddlewheel, paddle wheel",0.999956,694,"paddlewheel, paddle wheel",0.99995,595,"harvester, reaper",7.88893e-06,471,cannon,4.78488e-06,1,5.72205e-06,8192,33040,piece_15_layer4_1,0
n03874293/n03874293_14179.JPEG,transient-SEFI-row,weights,1,694,"paddlewheel, paddle wheel",694,"paddlewheel, paddle wheel",0.999922,694,"paddlewheel, paddle wheel",0.999975,595,"harvester, reaper",7.88913e-06,569,"garbage truck, dustcart",4.785e-06,1,-5.34058e-05,8192,32739,piece_15_layer4_1,0
n03874293/n03874293_152.JPEG,transient-SEFI-row,weights,1,694,"paddlewheel, paddle wheel",694,"paddlewheel, paddle wheel",0.99918,694,"paddlewheel, paddle wheel",0.998948,821,steel arch bridge,0.000709427,718,pier,0.000158295,1,0.000232458,8192,32851,piece_15_layer4_1,0
n03874293/n03874293_22199.JPEG,transient-SEFI-row,weights,1,694,"paddlewheel, paddle wheel",694,"paddlewheel, paddle wheel",0.993229,694,"paddlewheel, paddle wheel",0.933481,628,"liner, ocean liner",0.036195,812,space shuttle,0.00807619,1,0.0597488,8192,32872,piece_10_layer3_2,0
n03874293/n03874293_4256.JPEG,transient-SEFI-row,weights,1,694,"paddlewheel, paddle wheel",694,"paddlewheel, paddle wheel",0.999928,694,"paddlewheel, paddle wheel",0.999941,595,"harvester, reaper",4.53972e-05,856,"thresher, thrasher, threshing machine",2.2602e-06,1,-1.23978e-05,8192,33072,piece_15_layer4_1,0
n03933933/n03933933_21453.JPEG,transient-SEFI-row,weights,1,718,pier,718,pier,0.877786,718,pier,0.9197,839,suspension bridge,0.0754935,510,"container ship, containership, container vessel",0.00107686,1,-0.0419132,8192,33057,piece_11_layer3_3,0
n03933933/n03933933_24591.JPEG,transient-SEFI-row,weights,1,718,pier,718,pier,0.465142,718,pier,0.465142,536,"dock, dockage, docking facility",0.219718,628,"liner, ocean liner",0.103787,1,0,8192,33054,piece_17_head,0
n03933933/n03933933_31954.JPEG,transient-SEFI-row,weights,1,718,pier,718,pier,0.8797,718,pier,0.924685,839,suspension bridge,0.0591131,517,crane,0.0102723,1,-0.0449852,8192,33028,piece_16_layer4_2,0
n03933933/n03933933_4981.JPEG,transient-SEFI-row,weights,1,718,pier,821,steel arch bridge,0.511467,821,steel arch bridge,0.511467,718,pier,0.398331,694,"paddlewheel, paddle wheel",0.0419838,0,0,8192,33057,piece_17_head,0
n03933933/n03933933_90.JPEG,transient-SEFI-row,weights,1,718,pier,821,steel arch bridge,0.938771,821,steel arch bridge,0.922728,718,pier,0.0757421,839,suspension bridge,0.000655297,0,0.0160438,8192,32824,piece_14_layer4_0,0
n04311004/n04311004_1647.JPEG,transient-SEFI-row,weights,1,821,steel arch bridge,821,steel arch bridge,0.98928,821,steel arch bridge,0.989318,718,pier,0.00855928,839,suspension bridge,0.00190983,1,-3.85046e-05,8192,33114,piece_16_layer4_2,0
n04311004/n04311004_2766.JPEG,transient-SEFI-row,weights,1,821,steel arch bridge,821,steel arch bridge,0.986531,821,steel arch bridge,0.982833,718,pier,0.0140194,839,suspension bridge,0.00147763,1,0.0036974,8192,32988,piece_15_layer4_1,0
n04311004/n04311004_3501.JPEG,transient-SEFI-row,weights,1,821,steel arch bridge,821,steel arch bridge,0.955216,821,steel arch bridge,0.827376,718,pier,0.143776,839,suspension bridge,0.019458,1,0.127839,8192,32742,piece_12_layer3_4,0
n04311004/n04311004_3797.JPEG,transient-SEFI-row,weights,1,821,steel arch bridge,698,palace,0.383085,698,palace,0.383085,821,steel arch bridge,0.109756,538,dome,0.109756,0,0,8192,32771,piece_17_head,0
n04311004/n04311004_6632.JPEG,transient-SEFI-row,weights,1,821,steel arch bridge,821,steel arch bridge,0.761741,821,steel arch bridge,0.802898,718,pier,0.139523,839,suspension bridge,0.0513276,1,-0.041157,8192,32811,piece_16_layer4_2,0
n04355933/n04355933_13231.JPEG,transient-SEFI-row,weights,1,836,sunglass,585,hair spray,0.498627,585,hair spray,0.421793,836,sunglass,0.155169,447,"binoculars, field glasses, opera glasses",0.0941147,0,0.0768339,8192,32976,piece_14_layer4_0,0
n04355933/n04355933_14508.JPEG,transient-SEFI-row,weights,1,836,sunglass,836,sunglass,0.46295,837,"sunglasses, dark glasses, shades",0.546077,836,sunglass,0.425285,785,"seat belt, seatbelt",0.00286555,0,-0.0831276,8192,32833,piece_12_layer3_4,0
n04355933/n04355933_1754.JPEG,transient-SEFI-row,weights,1,836,sunglass,836,sunglass,0.576255,836,sunglass,0.572341,837,"sunglasses, dark glasses, shades",0.270355,445,"bikini, two-piece",0.0284952,1,0.00391376,8192,32931,piece_14_layer4_0,0
n04355933/n04355933_2717.JPEG,transient-SEFI-row,weights,1,836,sunglass,837,"sunglasses, dark glasses, shades",0.649142,837,"sunglasses, dark glasses, shades",0.589119,836,sunglass,0.357319,785,"seat belt, seatbelt",0.0177899,0,0.0600233,8192,32916,piece_12_layer3_4,0
n04355933/n04355933_3450.JPEG,transient-SEFI-row,weights,1,836,sunglass,655,"miniskirt, mini",0.383498,655,"miniskirt, mini",0.37882,445,"bikini, two-piece",0.178942,638,maillot,0.108534,0,0.00467804,8192,32969,piece_15_layer4_1,0
n04370456/n04370456_3046.JPEG,transient-SEFI-row,weights,1,841,sweatshirt,841,sweatshirt,0.36632,735,poncho,0.361619,824,stole,0.361619,841,sweatshirt,0.133032,0,0.00470144,8192,32852,piece_14_layer4_0,0
n04370456/n04370456_4380.JPEG,transient-SEFI-row,weights,1,841,sweatshirt,617,"lab coat, laboratory coat",0.368944,601,"hoopskirt, crinoline",0.297091,617,"lab coat, laboratory coat",0.231375,894,"wardrobe, closet, press",0.06629,0,0.0718523,8192,32790,piece_14_layer4_0,0
n04370456/n04370456_5698.JPEG,transient-SEFI-row,weights,1,841,sweatshirt,841,sweatshirt,0.829291,841,sweatshirt,0.560398,911,"wool, woolen, woollen",0.160557,678,neck brace,0.0758416,1,0.268893,8192,32945,piece_14_layer4_0,0
n04370456/n04370456_6227.JPEG,transient-SEFI-row,weights,1,841,sweatshirt,841,sweatshirt,0.832353,841,sweatshirt,0.832353,610,"jersey, T-shirt, tee shirt",0.0532106,722,ping-pong ball,0.0414404,1,0,8192,32913,piece_09_layer3_1,0
n04370456/n04370456_942.JPEG,transient-SEFI-row,weights,1,841,sweatshirt,841,sweatshirt,0.996806,841,sweatshirt,0.995798,610,"jersey, T-shirt, tee shirt",0.00246834,885,velvet,0.000260161,1,0.00100774,8192,32782,piece_14_layer4_0,0
n04557648/n04557648_1727.JPEG,transient-SEFI-row,weights,1,898,water bottle,737,"pop bottle, soda bottle",0.153486,909,wok,0.292973,562,fountain,0.138391,910,wooden spoon,0.0839382,0,-0.139487,8192,32796,piece_16_layer4_2,0
n04557648/n04557648_2063.JPEG,transient-SEFI-row,weights,1,898,water bottle,84,peacock,0.16332,84,peacock,0.140624,898,water bottle,0.140624,562,fountain,0.109518,0,0.0226955,8192,32976,piece_16_layer4_2,0
n04557648/n04557648_29432.JPEG,transient-SEFI-row,weights,1,898,water bottle,896,"washbasin, handbasin, washbowl, lavabo, wash-hand basin",0.589484,896,"washbasin, handbasin, washbowl, lavabo, wash-hand basin",0.607601,435,"bathtub, bathing tub, bath, tub",0.0498749,804,soap dispenser,0.0388426,0,-0.0181173,8192,32780,piece_10_layer3_2,0
n04557648/n04557648_310.JPEG,transient-SEFI-row,weights,1,898,water bottle,898,water bottle,0.454747,898,water bottle,0.454747,737,"pop bottle, soda bottle",0.214807,585,hair spray,0.029071,1,0,8192,32824,piece_17_head,0
n04557648/n04557648_8444.JPEG,transient-SEFI-row,weights,1,898,water bottle,898,water bottle,0.365595,898,water bottle,0.557583,440,beer bottle,0.0587688,626,"lighter, light, igniter, ignitor",0.0457692,1,-0.191988,8192,32815,piece_04_layer2_0,0
n09399592/n09399592_17820.JPEG,transient-SEFI-row,weights,1,976,"promontory, headland, head, foreland",976,"promontory, headland, head, foreland",0.887973,727,planetarium,0.455881,794,shower curtain,0.167709,772,safety pin,0.0616968,0,0.432092,8192,33096,piece_04_layer2_0,0
n09399592/n09399592_57381.JPEG,transient-SEFI-row,weights,1,976,"promontory, headland, head, foreland",976,"promontory, headland, head, foreland",0.864176,976,"promontory, headland, head, foreland",0.864716,978,"seashore, coast, seacoast, sea-coast",0.0552794,972,"cliff, drop, drop-off",0.0552794,1,-0.000539422,8192,32837,piece_16_layer4_2,0
n09399592/n09399592_58193.JPEG,transient-SEFI-row,weights,1,976,"promontory, headland, head, foreland",976,"promontory, headland, head, foreland",0.959479,976,"promontory, headland, head, foreland",0.770414,978,"seashore, coast, seacoast, sea-coast",0.133878,972,"cliff, drop, drop-off",0.081201,1,0.189065,8192,32979,piece_12_layer3_4,0
