image_name,piece_name,piece_idx,conceptual_start,conceptual_end,weight_phys,bytes_in_piece,bits_in_piece
n03124043/n03124043_7889.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,8192,32838
n03637318/n03637318_1066.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32996
n03637318/n03637318_14251.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,8192,33067
n03637318/n03637318_16044.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,8192,32927
n03637318/n03637318_6645.JPEG,piece_10_layer3_2,10,4074560,5191744,0x1b900000,8192,32961
n03637318/n03637318_9369.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32702
n03874293/n03874293_11031.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,8192,33040
n03874293/n03874293_14179.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,8192,32739
n03874293/n03874293_152.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,8192,32851
n03874293/n03874293_22199.JPEG,piece_10_layer3_2,10,4074560,5191744,0x1b900000,8192,32872
n03874293/n03874293_4256.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,8192,33072
n03933933/n03933933_21453.JPEG,piece_11_layer3_3,11,5191744,6308928,0x1b900000,8192,33057
n03933933/n03933933_24591.JPEG,piece_17_head,17,23508032,25557032,0x1c100000,8192,33054
n03933933/n03933933_31954.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,8192,33028
n03933933/n03933933_4981.JPEG,piece_17_head,17,23508032,25557032,0x1c100000,8192,33057
n03933933/n03933933_90.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32824
n04311004/n04311004_1647.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,8192,33114
n04311004/n04311004_2766.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,8192,32988
n04311004/n04311004_3501.JPEG,piece_12_layer3_4,12,6308928,7426112,0x1b900000,8192,32742
n04311004/n04311004_3797.JPEG,piece_17_head,17,23508032,25557032,0x1c100000,8192,32771
n04311004/n04311004_6632.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,8192,32811
n04355933/n04355933_13231.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32976
n04355933/n04355933_14508.JPEG,piece_12_layer3_4,12,6308928,7426112,0x1b900000,8192,32833
n04355933/n04355933_1754.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32931
n04355933/n04355933_2717.JPEG,piece_12_layer3_4,12,6308928,7426112,0x1b900000,8192,32916
n04355933/n04355933_3450.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,8192,32969
n04370456/n04370456_3046.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32852
n04370456/n04370456_4380.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32790
n04370456/n04370456_5698.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32945
n04370456/n04370456_6227.JPEG,piece_09_layer3_1,9,2957376,4074560,0x1ba00000,8192,32913
n04370456/n04370456_942.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32782
n04557648/n04557648_1727.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,8192,32796
n04557648/n04557648_2063.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,8192,32976
n04557648/n04557648_29432.JPEG,piece_10_layer3_2,10,4074560,5191744,0x1b900000,8192,32780
n04557648/n04557648_310.JPEG,piece_17_head,17,23508032,25557032,0x1c100000,8192,32824
n04557648/n04557648_8444.JPEG,piece_04_layer2_0,4,225344,604736,0x1b980000,8192,32815
n09399592/n09399592_17820.JPEG,piece_04_layer2_0,4,225344,604736,0x1b980000,8192,33096
n09399592/n09399592_57381.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,8192,32837
n09399592/n09399592_58193.JPEG,piece_12_layer3_4,12,6308928,7426112,0x1b900000,8192,32979
n09399592/n09399592_74394.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,8192,32746
n09399592/n09399592_87777.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,8192,32961
n12985857/n12985857_10703.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32973
n12985857/n12985857_1312.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,8192,32927
n12985857/n12985857_6677.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32869
n12985857/n12985857_7042.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32995
n12985857/n12985857_7767.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,8192,32627
