image_name,piece_name,piece_idx,conceptual_start,conceptual_end,weight_phys,bytes_in_piece,bits_in_piece
n02264363/n02264363_3092.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,33032
n02264363/n02264363_4632.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,8192,32842
n02264363/n02264363_5318.JPEG,piece_08_layer3_0,8,1444928,2957376,0x1ba00000,8192,32785
n02264363/n02264363_9846.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32833
n02699494/n02699494_12579.JPEG,piece_17_head,17,23508032,25557032,0x1c100000,8192,32937
n02699494/n02699494_18171.JPEG,piece_08_layer3_0,8,1444928,2957376,0x1ba00000,8192,32755
n02699494/n02699494_2349.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32995
n02699494/n02699494_4661.JPEG,piece_13_layer3_5,13,7426112,8543296,0x1b900000,8192,33033
n02699494/n02699494_4682.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32979
n02704792/n02704792_13304.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,8192,33108
n02704792/n02704792_2135.JPEG,piece_17_head,17,23508032,25557032,0x1c100000,8192,32661
n02704792/n02704792_28593.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,8192,32753
n02704792/n02704792_4565.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,8192,32974
n02704792/n02704792_7641.JPEG,piece_05_layer2_1,5,604736,884800,0x1b980000,8192,32907
n02794156/n02794156_202.JPEG,piece_17_head,17,23508032,25557032,0x1c100000,8192,33042
n02794156/n02794156_3679.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,8192,32988
n02794156/n02794156_4688.JPEG,piece_01_layer1_0,1,9536,84544,0x1b8e8000,8192,32687
n02794156/n02794156_6604.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32948
n02794156/n02794156_7565.JPEG,piece_17_head,17,23508032,25557032,0x1c100000,8192,32944
n03124043/n03124043_5402.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,8192,32998
n03124043/n03124043_5856.JPEG,piece_12_layer3_4,12,6308928,7426112,0x1b900000,8192,32967
n03124043/n03124043_6328.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,8192,32939
n03124043/n03124043_7091.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,8192,32689
n03124043/n03124043_7889.JPEG,piece_08_layer3_0,8,1444928,2957376,0x1ba00000,8192,32909
n03637318/n03637318_1066.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,8192,33010
n03637318/n03637318_14251.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,8192,32935
n03637318/n03637318_16044.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32937
n03637318/n03637318_6645.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,8192,33001
n03637318/n03637318_9369.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,33134
n03874293/n03874293_11031.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32817
n03874293/n03874293_14179.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32907
n03874293/n03874293_152.JPEG,piece_12_layer3_4,12,6308928,7426112,0x1b900000,8192,32771
n03874293/n03874293_22199.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,8192,32918
n03874293/n03874293_4256.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,8192,33041
n03933933/n03933933_21453.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,8192,32889
n03933933/n03933933_24591.JPEG,piece_13_layer3_5,13,7426112,8543296,0x1b900000,8192,33074
n03933933/n03933933_31954.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,8192,32761
n03933933/n03933933_4981.JPEG,piece_11_layer3_3,11,5191744,6308928,0x1b900000,8192,33089
n03933933/n03933933_90.JPEG,piece_12_layer3_4,12,6308928,7426112,0x1b900000,8192,33027
n04311004/n04311004_1647.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32967
n04311004/n04311004_2766.JPEG,piece_17_head,17,23508032,25557032,0x1c100000,8192,32755
n04311004/n04311004_3501.JPEG,piece_13_layer3_5,13,7426112,8543296,0x1b900000,8192,32951
n04311004/n04311004_3797.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,8192,32780
n04311004/n04311004_6632.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,8192,32929
n04355933/n04355933_13231.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32935
n04355933/n04355933_14508.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,8192,32973
n04355933/n04355933_1754.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,8192,32822
n04355933/n04355933_2717.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,8192,33000
n04355933/n04355933_3450.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32827
n04370456/n04370456_3046.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,8192,32998
n04370456/n04370456_4380.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,33027
n04370456/n04370456_5698.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32814
n04370456/n04370456_6227.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32806
n04370456/n04370456_942.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32858
n04557648/n04557648_1727.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,8192,32888
n04557648/n04557648_2063.JPEG,piece_08_layer3_0,8,1444928,2957376,0x1ba00000,8192,32798
n04557648/n04557648_29432.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32958
n04557648/n04557648_310.JPEG,piece_13_layer3_5,13,7426112,8543296,0x1b900000,8192,32654
n04557648/n04557648_8444.JPEG,piece_12_layer3_4,12,6308928,7426112,0x1b900000,8192,32680
n09399592/n09399592_17820.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,8192,32871
n09399592/n09399592_57381.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32771
n09399592/n09399592_58193.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32812
n09399592/n09399592_74394.JPEG,piece_11_layer3_3,11,5191744,6308928,0x1b900000,8192,33074
n09399592/n09399592_87777.JPEG,piece_08_layer3_0,8,1444928,2957376,0x1ba00000,8192,32940
n12985857/n12985857_10703.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32606
n12985857/n12985857_1312.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,8192,32997
n12985857/n12985857_6677.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,8192,32833
n12985857/n12985857_7042.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32810
n12985857/n12985857_7767.JPEG,piece_17_head,17,23508032,25557032,0x1c100000,8192,33187
