image_name,sefi_mode,target,transient,ground_truth_class,ground_truth_name,baseline_class,baseline_name,baseline_prob,faulty_top1,faulty_top1_name,faulty_top1_prob,faulty_top2,faulty_top2_name,faulty_top2_prob,faulty_top3,faulty_top3_name,faulty_top3_prob,correctly_classified,prob_drop,bytes_corrupted,bits_corrupted,pieces_affected,crash
n02096051/n02096051_2946.JPEG,transient-SEFI-row,weights,1,191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.948567,191,"Airedale, Airedale terrier",0.933808,189,Lakeland terrier,0.0362077,188,wire-haired fox terrier,0.0171033,1,0.0147588,8192,32735,piece_10_layer3_2,0
n02096051/n02096051_495.JPEG,transient-SEFI-row,weights,1,191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.985222,191,"Airedale, Airedale terrier",0.963033,184,Irish terrier,0.00505353,189,Lakeland terrier,0.00505353,1,0.0221888,8192,32913,piece_08_layer3_0,0
n02096051/n02096051_5436.JPEG,transient-SEFI-row,weights,1,191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.93177,191,"Airedale, Airedale terrier",0.626486,184,Irish terrier,0.0847856,189,Lakeland terrier,0.0660311,1,0.305285,8192,32937,piece_13_layer3_5,0
n02096051/n02096051_668.JPEG,transient-SEFI-row,weights,1,191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.936746,191,"Airedale, Airedale terrier",0.936746,189,Lakeland terrier,0.0598842,234,Rottweiler,0.000854202,1,0,8192,32695,piece_17_head,0
n02113186/n02113186_12291.JPEG,transient-SEFI-row,weights,1,264,"Cardigan, Cardigan Welsh corgi",158,toy terrier,0.34567,253,basenji,0.297486,158,toy terrier,0.297486,173,"Ibizan hound, Ibizan Podenco",0.109439,0,0.0481846,8192,32801,piece_14_layer4_0,0
n02113186/n02113186_13231.JPEG,transient-SEFI-row,weights,1,264,"Cardigan, Cardigan Welsh corgi",282,tiger cat,0.399781,562,fountain,0.499562,879,umbrella,0.111467,275,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus",0.0868108,0,-0.0997809,8192,33020,piece_08_layer3_0,0
n02113186/n02113186_50.JPEG,transient-SEFI-row,weights,1,264,"Cardigan, Cardigan Welsh corgi",263,"Pembroke, Pembroke Welsh corgi",0.757816,263,"Pembroke, Pembroke Welsh corgi",0.757816,264,"Cardigan, Cardigan Welsh corgi",0.217118,227,kelpie,0.00841857,0,0,8192,32993,piece_17_head,0
n02113186/n02113186_5538.JPEG,transient-SEFI-row,weights,1,264,"Cardigan, Cardigan Welsh corgi",162,beagle,0.454008,162,beagle,0.45608,263,"Pembroke, Pembroke Welsh corgi",0.355195,264,"Cardigan, Cardigan Welsh corgi",0.0480705,0,-0.00207227,8192,33011,piece_15_layer4_1,0
n02113186/n02113186_9772.JPEG,transient-SEFI-row,weights,1,264,"Cardigan, Cardigan Welsh corgi",253,basenji,0.600946,253,basenji,0.600946,264,"Cardigan, Cardigan Welsh corgi",0.283867,195,"Boston bull, Boston terrier",0.0633393,0,0,8192,33000,piece_09_layer3_1,0
n02114855/n02114855_1044.JPEG,transient-SEFI-row,weights,1,272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.908873,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.922576,274,"dhole, Cuon alpinus",0.0168976,271,"red wolf, maned wolf, Canis rufus, Canis niger",0.0131598,1,-0.0137029,8192,32735,piece_14_layer4_0,0
n02114855/n02114855_1047.JPEG,transient-SEFI-row,weights,1,272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.494958,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.503825,271,"red wolf, maned wolf, Canis rufus, Canis niger",0.392379,269,"timber wolf, grey wolf, gray wolf, Canis lupus",0.0322084,1,-0.00886703,8192,33014,piece_08_layer3_0,0
n02114855/n02114855_18848.JPEG,transient-SEFI-row,weights,1,272,"coyote, prairie wolf, brush wolf, Canis latrans",293,"cheetah, chetah, Acinonyx jubatus",0.272674,293,"cheetah, chetah, Acinonyx jubatus",0.210483,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.163924,291,"lion, king of beasts, Panthera leo",0.0774323,0,0.062191,8192,32941,piece_16_layer4_2,0
n02114855/n02114855_7204.JPEG,transient-SEFI-row,weights,1,272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.204796,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.221802,397,"puffer, pufferfish, blowfish, globefish",0.13453,280,"grey fox, gray fox, Urocyon cinereoargenteus",0.0815963,1,-0.0170056,8192,32913,piece_16_layer4_2,0
n02114855/n02114855_7265.JPEG,transient-SEFI-row,weights,1,272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.342072,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.286667,269,"timber wolf, grey wolf, gray wolf, Canis lupus",0.286667,342,"wild boar, boar, Sus scrofa",0.0821316,1,0.0554047,8192,32950,piece_14_layer4_0,0
n02134418/n02134418_11090.JPEG,transient-SEFI-row,weights,1,297,"sloth bear, Melursus ursinus, Ursus ursinus",295,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.483502,295,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.483502,297,"sloth bear, Melursus ursinus, Ursus ursinus",0.293259,223,schipperke,0.0654349,0,0,8192,32744,piece_17_head,0
n02134418/n02134418_2895.JPEG,transient-SEFI-row,weights,1,297,"sloth bear, Melursus ursinus, Ursus ursinus",297,"sloth bear, Melursus ursinus, Ursus ursinus",0.936363,297,"sloth bear, Melursus ursinus, Ursus ursinus",0.93681,295,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.0598883,294,"brown bear, bruin, Ursus arctos",0.00180847,1,-0.000446677,8192,32854,piece_14_layer4_0,0
n02134418/n02134418_3846.JPEG,transient-SEFI-row,weights,1,297,"sloth bear, Melursus ursinus, Ursus ursinus",297,"sloth bear, Melursus ursinus, Ursus ursinus",0.938271,297,"sloth bear, Melursus ursinus, Ursus ursinus",0.856367,295,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.0702949,224,groenendael,0.033205,1,0.0819037,8192,32785,piece_15_layer4_1,0
n02134418/n02134418_4725.JPEG,transient-SEFI-row,weights,1,297,"sloth bear, Melursus ursinus, Ursus ursinus",297,"sloth bear, Melursus ursinus, Ursus ursinus",0.94051,297,"sloth bear, Melursus ursinus, Ursus ursinus",0.841643,366,"gorilla, Gorilla gorilla",0.0690863,295,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.0538044,1,0.0988663,8192,32907,piece_08_layer3_0,0
n02134418/n02134418_5777.JPEG,transient-SEFI-row,weights,1,297,"sloth bear, Melursus ursinus, Ursus ursinus",562,fountain,0.271212,562,fountain,0.370987,580,"greenhouse, nursery, glasshouse",0.0827783,471,cannon,0.0827783,0,-0.0997743,8192,32794,piece_15_layer4_1,0
n02264363/n02264363_13680.JPEG,transient-SEFI-row,weights,1,318,"lacewing, lacewing fly",971,bubble,0.969542,971,bubble,0.972992,815,"spider web, spider's web",0.00841803,758,reel,0.00841803,0,-0.00345033,8192,32844,piece_15_layer4_1,0
n02264363/n02264363_3092.JPEG,transient-SEFI-row,weights,1,318,"lacewing, lacewing fly",318,"lacewing, lacewing fly",0.875944,318,"lacewing, lacewing fly",0.823361,311,"grasshopper, hopper",0.0319252,317,leafhopper,0.0248633,1,0.0525829,8192,33032,piece_14_layer4_0,0
n02264363/n02264363_4632.JPEG,transient-SEFI-row,weights,1,318,"lacewing, lacewing fly",318,"lacewing, lacewing fly",0.991448,318,"lacewing, lacewing fly",0.980573,325,"sulphur butterfly, sulfur butterfly",0.0024306,317,leafhopper,0.0024306,1,0.0108752,8192,32842,piece_15_layer4_1,0
n02264363/n02264363_5318.JPEG,transient-SEFI-row,weights,1,318,"lacewing, lacewing fly",318,"lacewing, lacewing fly",0.999988,318,"lacewing, lacewing fly",0.999903,316,"cicada, cicala",2.14433e-05,317,leafhopper,2.14433e-05,1,8.54731e-05,8192,32785,piece_08_layer3_0,0
n02264363/n02264363_9846.JPEG,transient-SEFI-row,weights,1,318,"lacewing, lacewing fly",318,"lacewing, lacewing fly",0.999997,318,"lacewing, lacewing fly",0.999999,311,"grasshopper, hopper",1.85539e-07,312,cricket,1.44498e-07,1,-2.02656e-06,8192,32833,piece_14_layer4_0,0
n02699494/n02699494_12579.JPEG,transient-SEFI-row,weights,1,406,altar,406,altar,0.745801,406,altar,0.745801,497,"church, church building",0.213676,884,vault,0.0136598,1,0,8192,32937,piece_17_head,0
n02699494/n02699494_18171.JPEG,transient-SEFI-row,weights,1,406,altar,406,altar,0.826181,406,altar,0.922761,497,"church, church building",0.027865,663,monastery,0.0102509,1,-0.0965805,8192,32755,piece_08_layer3_0,0
n02699494/n02699494_2349.JPEG,transient-SEFI-row,weights,1,406,altar,406,altar,0.921344,406,altar,0.904872,497,"church, church building",0.0742765,884,vault,0.00782868,1,0.0164713,8192,32995,piece_14_layer4_0,0
n02699494/n02699494_4661.JPEG,transient-SEFI-row,weights,1,406,altar,406,altar,0.968327,406,altar,0.91715,497,"church, church building",0.0752843,698,palace,0.00291909,1,0.0511767,8192,33033,piece_13_layer3_5,0
n02699494/n02699494_4682.JPEG,transient-SEFI-row,weights,1,406,altar,406,altar,0.86018,406,altar,0.868642,497,"church, church building",0.0915542,884,vault,0.0336809,1,-0.00846195,8192,32979,piece_14_layer4_0,0
n02704792/n02704792_13304.JPEG,transient-SEFI-row,weights,1,408,"amphibian, amphibious vehicle",408,"amphibian, amphibious vehicle",0.970834,408,"amphibian, amphibious vehicle",0.786495,814,speedboat,0.106441,449,boathouse,0.0304957,1,0.184339,8192,33108,piece_15_layer4_1,0
n02704792/n02704792_2135.JPEG,transient-SEFI-row,weights,1,408,"amphibian, amphibious vehicle",408,"amphibian, amphibious vehicle",0.73784,408,"amphibian, amphibious vehicle",0.73784,536,"dock, dockage, docking facility",0.211395,517,crane,0.00638357,1,0,8192,32661,piece_17_head,0
n02704792/n02704792_28593.JPEG,transient-SEFI-row,weights,1,408,"amphibian, amphibious vehicle",408,"amphibian, amphibious vehicle",0.997479,408,"amphibian, amphibious vehicle",0.997245,814,speedboat,0.0014993,847,"tank, army tank, armored combat vehicle, armoured combat vehicle",0.000551561,1,0.000233591,8192,32753,piece_15_layer4_1,0
n02704792/n02704792_4565.JPEG,transient-SEFI-row,weights,1,408,"amphibian, amphibious vehicle",408,"amphibian, amphibious vehicle",0.973177,408,"amphibian, amphibious vehicle",0.976877,751,"racer, race car, racing car",0.00512618,479,car wheel,0.00512618,1,-0.00369984,8192,32974,piece_15_layer4_1,0
n02704792/n02704792_7641.JPEG,transient-SEFI-row,weights,1,408,"amphibian, amphibious vehicle",408,"amphibian, amphibious vehicle",0.680625,408,"amphibian, amphibious vehicle",0.680625,847,"tank, army tank, armored combat vehicle, armoured combat vehicle",0.195002,586,half track,0.118275,1,0,8192,32907,piece_05_layer2_1,0
n02794156/n02794156_202.JPEG,transient-SEFI-row,weights,1,426,barometer,426,barometer,0.806262,426,barometer,0.806262,635,magnetic compass,0.109116,409,analog clock,0.066182,1,0,8192,33042,piece_17_head,0
n02794156/n02794156_3679.JPEG,transient-SEFI-row,weights,1,426,barometer,651,"microwave, microwave oven",0.161887,651,"microwave, microwave oven",0.137559,897,"washer, automatic washer, washing machine",0.107131,742,printer,0.107131,0,0.0243281,8192,32988,piece_16_layer4_2,0
n02794156/n02794156_4688.JPEG,transient-SEFI-row,weights,1,426,barometer,426,barometer,0.995155,426,barometer,0.995155,409,analog clock,0.00316736,635,magnetic compass,0.00116521,1,0,8192,32687,piece_01_layer1_0,0
n02794156/n02794156_6604.JPEG,transient-SEFI-row,weights,1,426,barometer,635,magnetic compass,0.727299,635,magnetic compass,0.555409,426,barometer,0.432553,778,"scale, weighing machine",0.0101727,0,0.17189,8192,32948,piece_14_layer4_0,0
n02794156/n02794156_7565.JPEG,transient-SEFI-row,weights,1,426,barometer,426,barometer,0.519269,426,barometer,0.519269,892,wall clock,0.245285,635,magnetic compass,0.191028,1,0,8192,32944,piece_17_head,0
n03124043/n03124043_5402.JPEG,transient-SEFI-row,weights,1,514,cowboy boot,514,cowboy boot,0.999999,514,cowboy boot,0.999994,502,"clog, geta, patten, sabot",2.9023e-06,788,"shoe shop, shoe-shop, shoe store",1.37095e-06,1,4.41074e-06,8192,32998,piece_15_layer4_1,0
n03124043/n03124043_5856.JPEG,transient-SEFI-row,weights,1,514,cowboy boot,514,cowboy boot,0.99776,514,cowboy boot,0.96919,894,"wardrobe, closet, press",0.0138248,753,radiator,0.00653035,1,0.0285702,8192,32967,piece_12_layer3_4,0
n03124043/n03124043_6328.JPEG,transient-SEFI-row,weights,1,514,cowboy boot,502,"clog, geta, patten, sabot",0.647608,502,"clog, geta, patten, sabot",0.61569,806,sock,0.137379,630,Loafer,0.137379,0,0.0319178,8192,32939,piece_16_layer4_2,0
n03124043/n03124043_7091.JPEG,transient-SEFI-row,weights,1,514,cowboy boot,514,cowboy boot,0.999999,514,cowboy boot,0.999995,546,electric guitar,1.0677e-06,51,triceratops,1.0677e-06,1,3.69549e-06,8192,32689,piece_16_layer4_2,0
n03124043/n03124043_7889.JPEG,transient-SEFI-row,weights,1,514,cowboy boot,630,Loafer,0.814302,630,Loafer,0.705106,788,"shoe shop, shoe-shop, shoe store",0.0450759,502,"clog, geta, patten, sabot",0.0351051,0,0.109196,8192,32909,piece_08_layer3_0,0
n03637318/n03637318_1066.JPEG,transient-SEFI-row,weights,1,619,"lampshade, lamp shade",619,"lampshade, lamp shade",0.405672,619,"lampshade, lamp shade",0.411145,846,table lamp,0.3202,470,"candle, taper, wax light",0.117795,1,-0.00547254,8192,33010,piece_16_layer4_2,0
n03637318/n03637318_14251.JPEG,transient-SEFI-row,weights,1,619,"lampshade, lamp shade",619,"lampshade, lamp shade",0.25299,619,"lampshade, lamp shade",0.0829309,909,wok,0.0645866,731,"plunger, plumber's helper",0.0645866,1,0.170059,8192,32935,piece_16_layer4_2,0
n03637318/n03637318_16044.JPEG,transient-SEFI-row,weights,1,619,"lampshade, lamp shade",619,"lampshade, lamp shade",0.850742,619,"lampshade, lamp shade",0.878959,846,table lamp,0.118954,818,"spotlight, spot",0.00132146,1,-0.0282167,8192,32937,piece_14_layer4_0,0
n03637318/n03637318_6645.JPEG,transient-SEFI-row,weights,1,619,"lampshade, lamp shade",619,"lampshade, lamp shade",0.646371,619,"lampshade, lamp shade",0.606418,607,jack-o'-lantern,0.13531,905,window shade,0.0235134,1,0.0399531,8192,33001,piece_15_layer4_1,0
n03637318/n03637318_9369.JPEG,transient-SEFI-row,weights,1,619,"lampshade, lamp shade",619,"lampshade, lamp shade",0.371271,818,"spotlight, spot",0.328481,619,"lampshade, lamp shade",0.328481,417,balloon,0.0570815,0,0.0427899,8192,33134,piece_14_layer4_0,0
n03874293/n03874293_11031.JPEG,transient-SEFI-row,weights,1,694,"paddlewheel, paddle wheel",694,"paddlewheel, paddle wheel",0.999956,694,"paddlewheel, paddle wheel",0.99997,595,"harvester, reaper",3.72654e-06,471,cannon,2.90223e-06,1,-1.44243e-05,8192,32817,piece_14_layer4_0,0
n03874293/n03874293_14179.JPEG,transient-SEFI-row,weights,1,694,"paddlewheel, paddle wheel",694,"paddlewheel, paddle wheel",0.999922,694,"paddlewheel, paddle wheel",0.999883,595,"harvester, reaper",2.75332e-05,569,"garbage truck, dustcart",1.66998e-05,1,3.82662e-05,8192,32907,piece_14_layer4_0,0
n03874293/n03874293_152.JPEG,transient-SEFI-row,weights,1,694,"paddlewheel, paddle wheel",694,"paddlewheel, paddle wheel",0.99918,694,"paddlewheel, paddle wheel",0.998424,821,steel arch bridge,0.000910445,718,pier,0.000260847,1,0.000755847,8192,32771,piece_12_layer3_4,0
n03874293/n03874293_22199.JPEG,transient-SEFI-row,weights,1,694,"paddlewheel, paddle wheel",694,"paddlewheel, paddle wheel",0.993229,694,"paddlewheel, paddle wheel",0.993693,628,"liner, ocean liner",0.00246312,821,steel arch bridge,0.000906131,1,-0.000463843,8192,32918,piece_16_layer4_2,0
n03874293/n03874293_4256.JPEG,transient-SEFI-row,weights,1,694,"paddlewheel, paddle wheel",694,"paddlewheel, paddle wheel",0.999928,694,"paddlewheel, paddle wheel",0.999893,595,"harvester, reaper",7.48438e-05,856,"thresher, thrasher, threshing machine",6.14356e-06,1,3.51667e-05,8192,33041,piece_15_layer4_1,0
n03933933/n03933933_21453.JPEG,transient-SEFI-row,weights,1,718,pier,718,pier,0.877786,718,pier,0.849252,839,suspension bridge,0.147578,821,steel arch bridge,0.000774417,1,0.0285348,8192,32889,piece_15_layer4_1,0
n03933933/n03933933_24591.JPEG,transient-SEFI-row,weights,1,718,pier,718,pier,0.465142,718,pier,0.592856,536,"dock, dockage, docking facility",0.169856,628,"liner, ocean liner",0.0802343,1,-0.127714,8192,33074,piece_13_layer3_5,0
n03933933/n03933933_31954.JPEG,transient-SEFI-row,weights,1,718,pier,718,pier,0.8797,718,pier,0.902283,839,suspension bridge,0.0950999,536,"dock, dockage, docking facility",0.000499039,1,-0.0225835,8192,32761,piece_16_layer4_2,0
n03933933/n03933933_4981.JPEG,transient-SEFI-row,weights,1,718,pier,821,steel arch bridge,0.511467,821,steel arch bridge,0.422987,718,pier,0.329423,698,palace,0.0445825,0,0.0884804,8192,33089,piece_11_layer3_3,0
n03933933/n03933933_90.JPEG,transient-SEFI-row,weights,1,718,pier,821,steel arch bridge,0.938771,821,steel arch bridge,0.921522,718,pier,0.0756431,839,suspension bridge,0.00228422,0,0.0172493,8192,33027,piece_12_layer3_4,0
n04311004/n04311004_1647.JPEG,transient-SEFI-row,weights,1,821,steel arch bridge,821,steel arch bridge,0.98928,821,steel arch bridge,0.989774,718,pier,0.00856322,839,suspension bridge,0.00148806,1,-0.000493884,8192,32967,piece_14_layer4_0,0
n04311004/n04311004_2766.JPEG,transient-SEFI-row,weights,1,821,steel arch bridge,821,steel arch bridge,0.986531,821,steel arch bridge,0.986531,718,pier,0.0109594,839,suspension bridge,0.00115511,1,0,8192,32755,piece_17_head,0
n04311004/n04311004_3501.JPEG,transient-SEFI-row,weights,1,821,steel arch bridge,821,steel arch bridge,0.955216,821,steel arch bridge,0.912981,718,pier,0.0749421,839,suspension bridge,0.00789883,1,0.0422344,8192,32951,piece_13_layer3_5,0
n04311004/n04311004_3797.JPEG,transient-SEFI-row,weights,1,821,steel arch bridge,698,palace,0.383085,698,palace,0.495716,821,steel arch bridge,0.0861426,538,dome,0.0861426,0,-0.112631,8192,32780,piece_16_layer4_2,0
n04311004/n04311004_6632.JPEG,transient-SEFI-row,weights,1,821,steel arch bridge,821,steel arch bridge,0.761741,821,steel arch bridge,0.790272,718,pier,0.137329,839,suspension bridge,0.0648695,1,-0.0285307,8192,32929,piece_16_layer4_2,0
n04355933/n04355933_13231.JPEG,transient-SEFI-row,weights,1,836,sunglass,585,hair spray,0.498627,733,pole,0.332699,445,"bikini, two-piece",0.332699,639,"maillot, tank suit",0.122393,0,0.165928,8192,32935,piece_14_layer4_0,0
n04355933/n04355933_14508.JPEG,transient-SEFI-row,weights,1,836,sunglass,836,sunglass,0.46295,836,sunglass,0.46989,837,"sunglasses, dark glasses, shades",0.46989,785,"seat belt, seatbelt",0.00860634,1,-0.00694075,8192,32973,piece_16_layer4_2,0
n04355933/n04355933_1754.JPEG,transient-SEFI-row,weights,1,836,sunglass,836,sunglass,0.576255,836,sunglass,0.448535,837,"sunglasses, dark glasses, shades",0.349319,445,"bikini, two-piece",0.0472752,1,0.12772,8192,32822,piece_15_layer4_1,0
n04355933/n04355933_2717.JPEG,transient-SEFI-row,weights,1,836,sunglass,837,"sunglasses, dark glasses, shades",0.649142,837,"sunglasses, dark glasses, shades",0.644417,836,sunglass,0.304401,785,"seat belt, seatbelt",0.00919211,0,0.00472564,8192,33000,piece_16_layer4_2,0
n04355933/n04355933_3450.JPEG,transient-SEFI-row,weights,1,836,sunglass,655,"miniskirt, mini",0.383498,655,"miniskirt, mini",0.400499,445,"bikini, two-piece",0.114745,638,maillot,0.114745,0,-0.0170015,8192,32827,piece_14_layer4_0,0
n04370456/n04370456_3046.JPEG,transient-SEFI-row,weights,1,841,sweatshirt,841,sweatshirt,0.36632,824,stole,0.377291,841,sweatshirt,0.293834,735,poncho,0.178219,0,-0.0109707,8192,32998,piece_15_layer4_1,0
n04370456/n04370456_4380.JPEG,transient-SEFI-row,weights,1,841,sweatshirt,617,"lab coat, laboratory coat",0.368944,601,"hoopskirt, crinoline",0.277146,617,"lab coat, laboratory coat",0.277146,894,"wardrobe, closet, press",0.0481607,0,0.0917979,8192,33027,piece_14_layer4_0,0
n04370456/n04370456_5698.JPEG,transient-SEFI-row,weights,1,841,sweatshirt,841,sweatshirt,0.829291,841,sweatshirt,0.810641,610,"jersey, T-shirt, tee shirt",0.0665414,678,neck brace,0.0403594,1,0.0186501,8192,32814,piece_14_layer4_0,0
n04370456/n04370456_6227.JPEG,transient-SEFI-row,weights,1,841,sweatshirt,841,sweatshirt,0.832353,841,sweatshirt,0.597394,610,"jersey, T-shirt, tee shirt",0.171156,768,rugby ball,0.0808485,1,0.23496,8192,32806,piece_14_layer4_0,0
n04370456/n04370456_942.JPEG,transient-SEFI-row,weights,1,841,sweatshirt,841,sweatshirt,0.996806,841,sweatshirt,0.992871,610,"jersey, T-shirt, tee shirt",0.00521011,885,velvet,0.000333071,1,0.00393552,8192,32858,piece_14_layer4_0,0
n04557648/n04557648_1727.JPEG,transient-SEFI-row,weights,1,898,water bottle,737,"pop bottle, soda bottle",0.153486,737,"pop bottle, soda bottle",0.161456,909,wok,0.125742,562,fountain,0.0593963,0,-0.00797024,8192,32888,piece_15_layer4_1,0
n04557648/n04557648_2063.JPEG,transient-SEFI-row,weights,1,898,water bottle,84,peacock,0.16332,898,water bottle,0.302303,737,"pop bottle, soda bottle",0.067453,84,peacock,0.067453,1,-0.138983,8192,32798,piece_08_layer3_0,0
n04557648/n04557648_29432.JPEG,transient-SEFI-row,weights,1,898,water bottle,896,"washbasin, handbasin, washbowl, lavabo, wash-hand basin",0.589484,896,"washbasin, handbasin, washbowl, lavabo, wash-hand basin",0.536482,435,"bathtub, bathing tub, bath, tub",0.072605,786,sewing machine,0.0440372,0,0.0530013,8192,32958,piece_14_layer4_0,0
n04557648/n04557648_310.JPEG,transient-SEFI-row,weights,1,898,water bottle,898,water bottle,0.454747,737,"pop bottle, soda bottle",0.450168,898,water bottle,0.350591,886,vending machine,0.0369521,0,0.0045791,8192,32654,piece_13_layer3_5,0
n04557648/n04557648_8444.JPEG,transient-SEFI-row,weights,1,898,water bottle,898,water bottle,0.365595,626,"lighter, light, igniter, ignitor",0.316426,898,water bottle,0.246433,711,"perfume, essence",0.0706043,0,0.0491685,8192,32680,piece_12_layer3_4,0
n09399592/n09399592_17820.JPEG,transient-SEFI-row,weights,1,976,"promontory, headland, head, foreland",976,"promontory, headland, head, foreland",0.887973,976,"promontory, headland, head, foreland",0.884187,978,"seashore, coast, seacoast, sea-coast",0.0931926,977,"sandbar, sand bar",0.00764971,1,0.00378633,8192,32871,piece_15_layer4_1,0
n09399592/n09399592_57381.JPEG,transient-SEFI-row,weights,1,976,"promontory, headland, head, foreland",976,"promontory, headland, head, foreland",0.864176,976,"promontory, headland, head, foreland",0.872591,972,"cliff, drop, drop-off",0.0557829,978,"seashore, coast, seacoast, sea-coast",0.0434438,1,-0.00841492,8192,32771,piece_14_layer4_0,0
n09399592/n09399592_58193.JPEG,transient-SEFI-row,weights,1,976,"promontory, headland, head, foreland",976,"promontory, headland, head, foreland",0.959479,976,"promontory, headland, head, foreland",0.95466,978,"seashore, coast, seacoast, sea-coast",0.0224514,972,"cliff, drop, drop-off",0.0224514,1,0.00481898,8192,32812,piece_14_layer4_0,0
