image_name,sefi_mode,target,transient,ground_truth_class,ground_truth_name,baseline_class,baseline_name,baseline_prob,faulty_top1,faulty_top1_name,faulty_top1_prob,faulty_top2,faulty_top2_name,faulty_top2_prob,faulty_top3,faulty_top3_name,faulty_top3_prob,correctly_classified,prob_drop,bytes_corrupted,bits_corrupted,fault_phys_addr,msefi_ran,msefi_recovered,recovery_class,recovery_prob,recovery_action,crash
"n02113186/n02113186_5538.JPEG","MSEFI-full-pwrcycle","weights",0,264,"Cardigan, Cardigan Welsh corgi",263,"Pembroke, Pembroke Welsh corgi",0.516311,263,"Pembroke, Pembroke Welsh corgi",0.516311,264,"Cardigan, Cardigan Welsh corgi",0.402104,158,"toy terrier",0.033007,0,0.000000,2572697,10332037,0x1be00000,1,0,162,0.571110,"full_power_cycle(hw+devmem+runner)",0
"n02113186/n02113186_9772.JPEG","MSEFI-full-pwrcycle","weights",0,264,"Cardigan, Cardigan Welsh corgi",162,"beagle",0.571110,223,"schipperke",0.305758,262,"Brabancon griffon",0.112482,192,"cairn, cairn terrier",0.112482,0,0.265352,2572697,10330529,0x1be00000,1,0,3,0.001000,"full_power_cycle(hw+devmem+runner)",0
"n02114855/n02114855_1044.JPEG","MSEFI-full-pwrcycle","weights",0,272,"coyote, prairie wolf, brush wolf, Canis latrans",195,"Boston bull, Boston terrier",0.305252,195,"Boston bull, Boston terrier",0.305252,264,"Cardigan, Cardigan Welsh corgi",0.305252,242,"boxer",0.144191,0,0.000000,2572697,10328465,0x1be00000,1,1,272,0.933076,"full_power_cycle(hw+devmem+runner)",0
"n02114855/n02114855_1047.JPEG","MSEFI-full-pwrcycle","weights",0,272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.933076,3,"tiger shark, Galeocerdo cuvieri",0.007140,5,"electric ray, crampfish, numbfish, torpedo",0.007140,19,"chickadee",0.007140,0,0.925935,2572697,10328404,0x1be00000,1,0,3,0.001000,"full_power_cycle(hw+devmem+runner)",0
"n02114855/n02114855_18848.JPEG","MSEFI-full-pwrcycle","weights",0,272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.856385,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.856385,280,"grey fox, gray fox, Urocyon cinereoargenteus",0.054747,271,"red wolf, maned wolf, Canis rufus, Canis niger",0.054747,1,0.000000,2572697,10331481,0x1be00000,1,1,272,0.831597,"full_power_cycle(hw+devmem+runner)",0
"n02114855/n02114855_7204.JPEG","MSEFI-full-pwrcycle","weights",0,272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.831597,502,"clog, geta, patten, sabot",0.605303,462,"broom",0.105186,36,"terrapin",0.081919,0,0.226294,2572697,10331904,0x1be00000,1,0,3,0.001000,"full_power_cycle(hw+devmem+runner)",0
"n02114855/n02114855_7265.JPEG","MSEFI-full-pwrcycle","weights",0,272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.926733,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.926733,280,"grey fox, gray fox, Urocyon cinereoargenteus",0.016974,277,"red fox, Vulpes vulpes",0.008018,1,0.000000,2572697,10332271,0x1be00000,1,1,272,0.818428,"full_power_cycle(hw+devmem+runner)",0
"n02134418/n02134418_11090.JPEG","MSEFI-full-pwrcycle","weights",0,297,"sloth bear, Melursus ursinus, Ursus ursinus",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.818428,506,"coil, spiral, volute, whorl, helix",0.991263,488,"chain",0.008576,711,"perfume, essence",0.000074,0,-0.172836,2572697,10333507,0x1be00000,1,0,3,0.001000,"full_power_cycle(hw+devmem+runner)",0
"n02134418/n02134418_2895.JPEG","MSEFI-full-pwrcycle","weights",0,297,"sloth bear, Melursus ursinus, Ursus ursinus",297,"sloth bear, Melursus ursinus, Ursus ursinus",0.945521,297,"sloth bear, Melursus ursinus, Ursus ursinus",0.945521,369,"siamang, Hylobates syndactylus, Symphalangus syndactylus",0.022237,377,"marmoset",0.006371,1,0.000000,2572697,10332309,0x1be00000,1,1,297,0.999508,"full_power_cycle(hw+devmem+runner)",0
"n02134418/n02134418_3846.JPEG","MSEFI-full-pwrcycle","weights",0,297,"sloth bear, Melursus ursinus, Ursus ursinus",297,"sloth bear, Melursus ursinus, Ursus ursinus",0.999508,522,"croquet ball",0.950310,398,"abacus",0.047313,574,"golf ball",0.002356,0,0.049199,2572697,10328613,0x1be00000,1,0,3,0.001000,"full_power_cycle(hw+devmem+runner)",0
"n02134418/n02134418_4725.JPEG","MSEFI-full-pwrcycle","weights",0,297,"sloth bear, Melursus ursinus, Ursus ursinus",295,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.730507,295,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.730507,297,"sloth bear, Melursus ursinus, Ursus ursinus",0.268739,294,"brown bear, bruin, Ursus arctos",0.000666,0,0.000000,2572697,10328830,0x1be00000,1,1,297,0.907159,"full_power_cycle(hw+devmem+runner)",0
"n02134418/n02134418_5777.JPEG","MSEFI-full-pwrcycle","weights",0,297,"sloth bear, Melursus ursinus, Ursus ursinus",297,"sloth bear, Melursus ursinus, Ursus ursinus",0.907159,840,"swab, swob, mop",0.628534,936,"head cabbage",0.296898,469,"caldron, cauldron",0.051593,0,0.278625,2572697,10330745,0x1be00000,1,0,3,0.001000,"full_power_cycle(hw+devmem+runner)",0
"n02264363/n02264363_13680.JPEG","MSEFI-full-pwrcycle","weights",0,318,"lacewing, lacewing fly",297,"sloth bear, Melursus ursinus, Ursus ursinus",0.608753,297,"sloth bear, Melursus ursinus, Ursus ursinus",0.608753,367,"chimpanzee, chimp, Pan troglodytes",0.174411,295,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.105785,0,0.000000,2572697,10328720,0x1be00000,1,1,318,0.562020,"full_power_cycle(hw+devmem+runner)",0
"n02264363/n02264363_3092.JPEG","MSEFI-full-pwrcycle","weights",0,318,"lacewing, lacewing fly",318,"lacewing, lacewing fly",0.562020,494,"chime, bell, gong",0.144767,626,"lighter, light, igniter, ignitor",0.144767,769,"rule, ruler",0.144767,0,0.417253,2572697,10330692,0x1be00000,1,0,3,0.001000,"full_power_cycle(hw+devmem+runner)",0
"n02264363/n02264363_4632.JPEG","MSEFI-full-pwrcycle","weights",0,318,"lacewing, lacewing fly",318,"lacewing, lacewing fly",0.984973,318,"lacewing, lacewing fly",0.984973,317,"leafhopper",0.006637,307,"weevil",0.003135,1,0.000000,2572697,10333918,0x1be00000,1,1,318,0.974743,"full_power_cycle(hw+devmem+runner)",0
"n02264363/n02264363_5318.JPEG","MSEFI-full-pwrcycle","weights",0,318,"lacewing, lacewing fly",318,"lacewing, lacewing fly",0.974743,506,"coil, spiral, volute, whorl, helix",0.992826,644,"matchstick",0.005210,883,"vase",0.001493,0,-0.018083,2572697,10332928,0x1be00000,1,0,3,0.001000,"full_power_cycle(hw+devmem+runner)",0
"n02264363/n02264363_9846.JPEG","MSEFI-full-pwrcycle","weights",0,318,"lacewing, lacewing fly",318,"lacewing, lacewing fly",0.999994,318,"lacewing, lacewing fly",0.999994,317,"leafhopper",0.000004,316,"cicada, cicala",0.000001,1,0.000000,2572697,10330728,0x1be00000,1,1,318,0.999998,"full_power_cycle(hw+devmem+runner)",0
"n02699494/n02699494_12579.JPEG","MSEFI-full-pwrcycle","weights",0,406,"altar",318,"lacewing, lacewing fly",0.999998,929,"ice lolly, lolly, lollipop, popsicle",0.941866,600,"hook, claw",0.028442,545,"electric fan, blower",0.010463,0,0.058132,2572697,10326976,0x1be00000,1,0,3,0.001000,"full_power_cycle(hw+devmem+runner)",0
"n02699494/n02699494_18171.JPEG","MSEFI-full-pwrcycle","weights",0,406,"altar",406,"altar",0.955258,406,"altar",0.955258,884,"vault",0.017496,857,"throne",0.006436,1,0.000000,2572697,10334770,0x1be00000,1,1,406,0.998605,"full_power_cycle(hw+devmem+runner)",0
"n02699494/n02699494_2349.JPEG","MSEFI-full-pwrcycle","weights",0,406,"altar",406,"altar",0.998605,700,"paper towel",0.961446,714,"pick, plectrum, plectron",0.008318,769,"rule, ruler",0.006478,0,0.037159,2572697,10334108,0x1be00000,1,0,3,0.001000,"full_power_cycle(hw+devmem+runner)",0
"n02699494/n02699494_4661.JPEG","MSEFI-full-pwrcycle","weights",0,406,"altar",406,"altar",0.957186,406,"altar",0.957186,884,"vault",0.037114,497,"church, church building",0.003047,1,0.000000,2572697,10333747,0x1be00000,1,1,406,0.998281,"full_power_cycle(hw+devmem+runner)",0
"n02699494/n02699494_4682.JPEG","MSEFI-full-pwrcycle","weights",0,406,"altar",406,"altar",0.998281,126,"isopod",0.304879,506,"coil, spiral, volute, whorl, helix",0.237440,574,"golf ball",0.112159,0,0.693401,2572697,10330921,0x1be00000,1,0,3,0.001000,"full_power_cycle(hw+devmem+runner)",0
"n02704792/n02704792_13304.JPEG","MSEFI-full-pwrcycle","weights",0,408,"amphibian, amphibious vehicle",406,"altar",0.910919,406,"altar",0.910919,884,"vault",0.058233,497,"church, church building",0.021423,0,0.000000,2572697,10329157,0x1be00000,1,1,408,0.998796,"full_power_cycle(hw+devmem+runner)",0
"n02704792/n02704792_2135.JPEG","MSEFI-full-pwrcycle","weights",0,408,"amphibian, amphibious vehicle",408,"amphibian, amphibious vehicle",0.998796,618,"ladle",0.156426,489,"chainlink fence",0.156426,898,"water bottle",0.156426,0,0.842370,2572697,10329875,0x1be00000,1,0,3,0.001000,"full_power_cycle(hw+devmem+runner)",0
"n02704792/n02704792_28593.JPEG","MSEFI-full-pwrcycle","weights",0,408,"amphibian, amphibious vehicle",408,"amphibian, amphibious vehicle",0.985230,408,"amphibian, amphibious vehicle",0.985230,975,"lakeside, lakeshore",0.003136,536,"dock, dockage, docking facility",0.002442,1,0.000000,2572697,10329210,0x1be00000,1,1,408,0.999893,"full_power_cycle(hw+devmem+runner)",0
"n02704792/n02704792_4565.JPEG","MSEFI-full-pwrcycle","weights",0,408,"amphibian, amphibious vehicle",408,"amphibian, amphibious vehicle",0.999893,3,"tiger shark, Galeocerdo cuvieri",0.012865,1,"goldfish, Carassius auratus",0.012865,7,"cock",0.012865,0,0.987029,2572697,10331577,0x1be00000,1,0,3,0.001000,"full_power_cycle(hw+devmem+runner)",0
"n02704792/n02704792_7641.JPEG","MSEFI-full-pwrcycle","weights",0,408,"amphibian, amphibious vehicle",408,"amphibian, amphibious vehicle",0.999509,408,"amphibian, amphibious vehicle",0.999509,751,"racer, race car, racing car",0.000158,864,"tow truck, tow car, wrecker",0.000123,1,0.000000,2572697,10332386,0x1be00000,1,0,586,0.738355,"full_power_cycle(hw+devmem+runner)",0
"n02794156/n02794156_202.JPEG","MSEFI-full-pwrcycle","weights",0,426,"barometer",586,"half track",0.738355,828,"strainer",0.393928,811,"space heater",0.306791,447,"binoculars, field glasses, opera glasses",0.186078,0,0.344427,2572697,10327816,0x1be00000,1,0,3,0.001000,"full_power_cycle(hw+devmem+runner)",0
"n02794156/n02794156_3679.JPEG","MSEFI-full-pwrcycle","weights",0,426,"barometer",426,"barometer",0.654001,426,"barometer",0.654001,507,"combination lock",0.187375,635,"magnetic compass",0.113648,1,0.000000,2572697,10332547,0x1be00000,1,0,485,0.267044,"full_power_cycle(hw+devmem+runner)",0
"n02794156/n02794156_4688.JPEG","MSEFI-full-pwrcycle","weights",0,426,"barometer",485,"CD player",0.267044,572,"goblet",0.311724,731,"plunger, plumber's helper",0.311724,852,"tennis ball",0.189070,0,-0.044680,2572697,10332404,0x1be00000,1,0,3,0.001000,"full_power_cycle(hw+devmem+runner)",0
"n02794156/n02794156_6604.JPEG","MSEFI-full-pwrcycle","weights",0,426,"barometer",426,"barometer",0.999539,426,"barometer",0.999539,409,"analog clock",0.000335,798,"slide rule, slipstick",0.000096,1,0.000000,2572697,10333238,0x1be00000,1,0,635,0.988816,"full_power_cycle(hw+devmem+runner)",0
"n02794156/n02794156_7565.JPEG","MSEFI-full-pwrcycle","weights",0,426,"barometer",635,"magnetic compass",0.988816,733,"pole",0.705617,515,"cowboy hat, ten-gallon hat",0.202163,828,"strainer",0.035131,0,0.283199,2572697,10329485,0x1be00000,1,0,3,0.001000,"full_power_cycle(hw+devmem+runner)",0
"n03124043/n03124043_5402.JPEG","MSEFI-full-pwrcycle","weights",0,514,"cowboy boot",892,"wall clock",0.506343,892,"wall clock",0.506343,426,"barometer",0.186273,635,"magnetic compass",0.041563,0,0.000000,2572697,10333209,0x1be00000,1,1,514,0.999997,"full_power_cycle(hw+devmem+runner)",0
"n03124043/n03124043_5856.JPEG","MSEFI-full-pwrcycle","weights",0,514,"cowboy boot",514,"cowboy boot",0.999997,463,"bucket, pail",0.960236,813,"spatula",0.037232,514,"cowboy boot",0.000876,0,0.039762,2572697,10332263,0x1be00000,1,0,3,0.001000,"full_power_cycle(hw+devmem+runner)",0
"n03124043/n03124043_6328.JPEG","MSEFI-full-pwrcycle","weights",0,514,"cowboy boot",514,"cowboy boot",0.975995,514,"cowboy boot",0.975995,894,"wardrobe, closet, press",0.022953,753,"radiator",0.000693,1,0.000000,2572697,10330400,0x1be00000,1,0,502,0.501363,"full_power_cycle(hw+devmem+runner)",0
"n03124043/n03124043_7091.JPEG","MSEFI-full-pwrcycle","weights",0,514,"cowboy boot",502,"clog, geta, patten, sabot",0.501363,968,"cup",0.844405,417,"balloon",0.089000,415,"bakery, bakeshop, bakehouse",0.012045,0,-0.343042,2572697,10331807,0x1be00000,1,0,3,0.001000,"full_power_cycle(hw+devmem+runner)",0
"n03124043/n03124043_7889.JPEG","MSEFI-full-pwrcycle","weights",0,514,"cowboy boot",514,"cowboy boot",0.999908,514,"cowboy boot",0.999908,857,"throne",0.000006,643,"mask",0.000005,1,0.000000,2572697,10333986,0x1be00000,1,0,630,0.958231,"full_power_cycle(hw+devmem+runner)",0
"n03637318/n03637318_1066.JPEG","MSEFI-full-pwrcycle","weights",0,619,"lampshade, lamp shade",630,"Loafer",0.958231,9,"ostrich, Struthio camelus",0.067280,4,"hammerhead, hammerhead shark",0.067280,447,"binoculars, field glasses, opera glasses",0.067280,0,0.890951,2572697,10331904,0x1be00000,1,0,3,0.001000,"full_power_cycle(hw+devmem+runner)",0
"n03637318/n03637318_14251.JPEG","MSEFI-full-pwrcycle","weights",0,619,"lampshade, lamp shade",619,"lampshade, lamp shade",0.903326,619,"lampshade, lamp shade",0.903326,846,"table lamp",0.095210,804,"soap dispenser",0.000824,1,0.000000,2572697,10331501,0x1be00000,1,1,619,0.926911,"full_power_cycle(hw+devmem+runner)",0
"n03637318/n03637318_16044.JPEG","MSEFI-full-pwrcycle","weights",0,619,"lampshade, lamp shade",619,"lampshade, lamp shade",0.926911,3,"tiger shark, Galeocerdo cuvieri",0.005230,7,"cock",0.005230,14,"indigo bunting, indigo finch, indigo bird, Passerina cyanea",0.005230,0,0.921681,2572697,10328250,0x1be00000,1,0,3,0.001000,"full_power_cycle(hw+devmem+runner)",0
"n03637318/n03637318_6645.JPEG","MSEFI-full-pwrcycle","weights",0,619,"lampshade, lamp shade",619,"lampshade, lamp shade",0.904649,619,"lampshade, lamp shade",0.904649,846,"table lamp",0.095349,905,"window shade",0.000001,1,0.000000,2572697,10328529,0x1be00000,1,1,619,0.662967,"full_power_cycle(hw+devmem+runner)",0
"n03637318/n03637318_9369.JPEG","MSEFI-full-pwrcycle","weights",0,619,"lampshade, lamp shade",619,"lampshade, lamp shade",0.662967,876,"tub, vat",0.302252,731,"plunger, plumber's helper",0.302252,818,"spotlight, spot",0.142774,0,0.360715,2572697,10328784,0x1be00000,1,0,3,0.001000,"full_power_cycle(hw+devmem+runner)",0
"n03874293/n03874293_11031.JPEG","MSEFI-full-pwrcycle","weights",0,694,"paddlewheel, paddle wheel",619,"lampshade, lamp shade",0.913729,619,"lampshade, lamp shade",0.913729,818,"spotlight, spot",0.035429,846,"table lamp",0.027592,0,0.000000,2572697,10334704,0x1be00000,1,1,694,0.999999,"full_power_cycle(hw+devmem+runner)",0
"n03874293/n03874293_14179.JPEG","MSEFI-full-pwrcycle","weights",0,694,"paddlewheel, paddle wheel",694,"paddlewheel, paddle wheel",0.999999,792,"shovel",0.334853,421,"bannister, banister, balustrade, balusters, handrail",0.260784,542,"drumstick",0.203099,0,0.665146,2572697,10332600,0x1be00000,1,0,3,0.001000,"full_power_cycle(hw+devmem+runner)",0
"n03874293/n03874293_152.JPEG","MSEFI-full-pwrcycle","weights",0,694,"paddlewheel, paddle wheel",694,"paddlewheel, paddle wheel",0.999978,694,"paddlewheel, paddle wheel",0.999978,595,"harvester, reaper",0.000013,856,"thresher, thrasher, threshing machine",0.000006,1,0.000000,2572697,10328337,0x1be00000,1,1,694,0.999992,"full_power_cycle(hw+devmem+runner)",0
"n03874293/n03874293_22199.JPEG","MSEFI-full-pwrcycle","weights",0,694,"paddlewheel, paddle wheel",694,"paddlewheel, paddle wheel",0.999992,630,"Loafer",0.995777,502,"clog, geta, patten, sabot",0.001497,806,"sock",0.000707,0,0.004215,2572697,10332718,0x1be00000,1,0,3,0.001000,"full_power_cycle(hw+devmem+runner)",0
"n03874293/n03874293_4256.JPEG","MSEFI-full-pwrcycle","weights",0,694,"paddlewheel, paddle wheel",694,"paddlewheel, paddle wheel",0.999289,694,"paddlewheel, paddle wheel",0.999289,554,"fireboat",0.000158,471,"cannon",0.000158,1,0.000000,2572697,10330428,0x1be00000,1,1,694,1.000000,"full_power_cycle(hw+devmem+runner)",0
"n03933933/n03933933_21453.JPEG","MSEFI-full-pwrcycle","weights",0,718,"pier",694,"paddlewheel, paddle wheel",1.000000,463,"bucket, pail",0.995695,473,"can opener, tin opener",0.001497,844,"switch, electric switch, electrical switch",0.001166,0,0.004305,2572697,10329473,0x1be00000,1,0,3,0.001000,"full_power_cycle(hw+devmem+runner)",0
"n03933933/n03933933_24591.JPEG","MSEFI-full-pwrcycle","weights",0,718,"pier",718,"pier",0.997604,718,"pier",0.997604,839,"suspension bridge",0.001926,517,"crane",0.000123,1,0.000000,2572697,10328810,0x1be00000,1,0,536,0.584435,"full_power_cycle(hw+devmem+runner)",0
"n03933933/n03933933_31954.JPEG","MSEFI-full-pwrcycle","weights",0,718,"pier",536,"dock, dockage, docking facility",0.584435,506,"coil, spiral, volute, whorl, helix",0.876344,879,"umbrella",0.043631,538,"dome",0.026463,0,-0.291909,2572697,10330010,0x1be00000,1,0,3,0.001000,"full_power_cycle(hw+devmem+runner)",0
"n03933933/n03933933_4981.JPEG","MSEFI-full-pwrcycle","weights",0,718,"pier",718,"pier",0.561927,718,"pier",0.561927,839,"suspension bridge",0.437629,536,"dock, dockage, docking facility",0.000114,1,0.000000,2572697,10331945,0x1be00000,1,1,718,0.664261,"full_power_cycle(hw+devmem+runner)",0
"n03933933/n03933933_90.JPEG","MSEFI-full-pwrcycle","weights",0,718,"pier",718,"pier",0.664261,599,"honeycomb",0.886373,451,"bolo tie, bolo, bola tie, bola",0.026766,641,"maraca",0.026766,0,-0.222112,2572697,10329945,0x1be00000,1,0,3,0.001000,"full_power_cycle(hw+devmem+runner)",0
"n04311004/n04311004_1647.JPEG","MSEFI-full-pwrcycle","weights",0,821,"steel arch bridge",718,"pier",0.934564,718,"pier",0.934564,821,"steel arch bridge",0.059745,536,"dock, dockage, docking facility",0.002317,0,0.000000,2572697,10332740,0x1be00000,1,1,821,0.992740,"full_power_cycle(hw+devmem+runner)",0
"n04311004/n04311004_2766.JPEG","MSEFI-full-pwrcycle","weights",0,821,"steel arch bridge",821,"steel arch bridge",0.992740,541,"drum, membranophone, tympan",0.434152,151,"Chihuahua",0.159716,245,"French bulldog",0.124387,0,0.558588,2572697,10329127,0x1be00000,1,0,3,0.001000,"full_power_cycle(hw+devmem+runner)",0
"n04311004/n04311004_3501.JPEG","MSEFI-full-pwrcycle","weights",0,821,"steel arch bridge",821,"steel arch bridge",0.781556,821,"steel arch bridge",0.781556,718,"pier",0.174389,839,"suspension bridge",0.008682,1,0.000000,2572697,10332943,0x1be00000,1,1,821,0.999000,"full_power_cycle(hw+devmem+runner)",0
"n04311004/n04311004_3797.JPEG","MSEFI-full-pwrcycle","weights",0,821,"steel arch bridge",821,"steel arch bridge",0.999000,616,"knot",0.519177,78,"tick",0.190995,998,"ear, spike, capitulum",0.115844,0,0.479824,2572697,10331343,0x1be00000,1,0,3,0.001000,"full_power_cycle(hw+devmem+runner)",0
"n04311004/n04311004_6632.JPEG","MSEFI-full-pwrcycle","weights",0,821,"steel arch bridge",668,"mosque",0.498529,668,"mosque",0.498529,538,"dome",0.235489,718,"pier",0.052545,0,0.000000,2572697,10332816,0x1be00000,1,1,821,0.939190,"full_power_cycle(hw+devmem+runner)",0
